學年度,學期,課程大類,標籤描述,課程名稱,科系,學院,學分,教師姓名,星期,起始節次,地點,飽和度,中籤率,全英,Cluster,教學大綱連結
114,1,系所,🎓 專題/論文,論文指導(一),科學教育研究所,理學院,3.0,論文,0,0,,0.05,1.0,0,1,
114,1,系所,🎓 專題/論文,博士論文,科學教育研究所,理學院,0.0,論文,0,0,,0.05,6.0,0,1,
114,1,系所,📝 一般選修,科學/數學評量理論與研究,科學教育研究所,理學院,3.0,林淑梤,3,5,研究生討論室,0.05,3.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/21015_1SCSE1140830.pdf
114,1,系所,🔥 熱門選修,科學教育研究法,科學教育研究所,理學院,3.0,簡頌沛林淑梤,3,2,研究生討論室,0.55,1.090909091,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/21014_1SCSE2007030.pdf
114,1,系所,🔥 熱門選修,質的研究法,科學教育研究所,理學院,3.0,段曉林,3,2,實驗室,0.15,1.0,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/21013_1SCSE3136530.pdf
114,1,系所,🎓 專題/論文,數學教育專論,科學教育研究所,理學院,3.0,秦爾聰,3,1,秦爾聰老師研究室,0.05,1.0,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/21012_1SCSE3139330.pdf
114,1,系所,📝 一般選修,STEM教學與研究,科學教育研究所,理學院,3.0,段曉林,2,6,實驗室,0.1,1.5,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/21010_1SCSE3158030.pdf
114,1,系所,📝 一般選修,高等數學思考,科學教育研究所,理學院,3.0,秦爾聰,2,7,秦爾聰老師研究室,0.1,1.5,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/21009_1SCSE3136630.pdf
114,1,系所,📝 一般選修,高等科學教育專題討論(一),科學教育研究所,理學院,2.0,秦爾聰,2,5,科教所會議室,0.05,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/21007_1SCSE1012720.pdf
114,1,系所,📝 一般選修,科學教育專題討論(二),科學教育研究所,理學院,2.0,黃莉郁林淑梤,2,5,研究生討論室,0.1,2.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/21006_1SCSE2012420.pdf
114,1,系所,🎓 專題/論文,高等科學教育專題討論(三),科學教育研究所,理學院,2.0,段曉林,2,3,科教所會議室,0.05,2.0,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/21005_1SCSE1007220.pdf
114,1,系所,🎓 專題/論文,素養導向評量與教學,科學教育研究所,理學院,3.0,林淑梤,2,2,實驗室,0.0,1.0,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/21004_1SCSE3159430.pdf
114,1,系所,🎓 專題/論文,科學教育專論,科學教育研究所,理學院,3.0,鄭章華黃莉郁温媺純,2,2,研究生討論室,0.45,1.222222222,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/21003_1SCSE2007530.pdf
114,1,系所,🎓 專題/論文,數學探究學習與教學專題研究(一),科學教育研究所,理學院,1.0,秦爾聰,2,1,秦爾聰老師研究室,0.05,3.0,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/21002_1SCSE3151710.pdf
114,1,系所,📝 一般選修,科學活動設計,科學教育研究所,理學院,3.0,温媺純,1,6,教學實驗室,0.05,6.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/21001_1SCSE3120130.pdf
114,1,系所,🔥 熱門選修,探究與實作課程設計,理學院,,2.0,林建隆,5,5,T206,0.04,5.5,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/20106_1SCSC0100520.pdf
114,1,系所,📝 一般選修,地球科學(一),理學院,,2.0,涂建翊,2,7,T202,0.28,3.5,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/20105_1SCSC0100320.pdf
114,1,系所,🔥 熱門選修,地球科學(一),理學院,,2.0,孫立中,5,1,T105,0.316666667,2.684210526,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/20104_1SCSC0100320.pdf
114,1,系所,🔥 熱門選修,探究與實作課程設計,理學院,,2.0,簡頌沛,5,5,T205,0.1,3.0,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/20103_1SCSC0100520.pdf
114,1,系所,🔥 熱門選修,探究與實作課程設計,理學院,,2.0,温育德,5,5,T102,0.06,4.333333333,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/20102_1SCSC0100520.pdf
114,1,系所,📝 一般選修,科學大數據專題(一),理學院,,3.0,胡欽評林杰劉儼毅蕭乃文,1,14,T205 14 T205 14 T205,0.02,12.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/20101_1SCSC0101930.pdf
114,1,系所,📝 一般選修,科學大數據專題(一),理學院,,3.0,胡欽評林杰劉儼毅蕭乃文,1,14,T205 14 T205 14 T205,0.02,12.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/20101_1SCSC0101930.pdf
114,1,系所,📝 一般選修,科學大數據專題(一),理學院,,3.0,胡欽評林杰劉儼毅蕭乃文,1,14,T205 14 T205 14 T205,0.02,12.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/20101_1SCSC0101930.pdf
114,1,系所,🔥 熱門選修,非營利組織概論,高照原民專班一,,3.0,邱孟玲,4,2,T305,0.58,1.068965517,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/19017_1EDIP0100630.pdf
114,1,系所,🔥 熱門選修,原住民族文化概論,高照原民專班三,,3.0,邱孟玲,5,5,T306,0.46,1.0,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/19016_1EDIP0106030.pdf
114,1,系所,🔥 熱門選修,進階照顧實務,高照原民專班三,,3.0,徐賀筠,2,2,T305,0.52,1.0,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/19015_1EDIP0107830.pdf
114,1,系所,🔥 熱門選修,失智症照顧,高照原民專班三,,3.0,林秀英,5,2,T306,0.5,1.04,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/19014_1EDIP0107030.pdf
114,1,系所,🔥 熱門選修,老人服務事業設立經營與管理,高照原民專班三,,3.0,徐祖選,3,2,T302,0.52,1.0,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/19013_1EDIP0106830.pdf
114,1,系所,📝 一般選修,長照機構品質與評鑑,高照原民專班三,,3.0,林秀英,1,6,T306,0.56,0.928571429,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/19012_1EDIP0106930.pdf
114,1,系所,📝 一般選修,照顧服務實習,高照原民專班三,,3.0,孫曉芬,2,5,T205,0.52,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/19011_1EDIP0106730.pdf
114,1,系所,🔥 熱門選修,老人休閒產業與旅遊規劃,高照原民專班二,,3.0,徐祖選,2,2,T306,0.48,0.958333333,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/19010_1EDIP0107430.pdf
114,1,系所,🔥 熱門選修,社區健康評估,高照原民專班二,,3.0,施芊卉,5,2,T305,0.48,0.958333333,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/19009_1EDIP0107230.pdf
114,1,系所,🔥 熱門選修,原住民族語(一),高照原民專班二,,3.0,邱孟玲,3,2,T306,0.48,0.958333333,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/19008_1EDIP0106330.pdf
114,1,系所,🔥 熱門選修,高齡健康促進理論與實務,高照原民專班二,,3.0,黃筱晶,3,5,T306,0.48,0.958333333,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/19007_1EDIP0101830.pdf
114,1,系所,📝 一般選修,老人服務事業與福利,高照原民專班一,,3.0,徐祖選,3,7,T305,0.6,1.1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/19006_1EDIP0100730.pdf
114,1,系所,🔥 熱門選修,身體檢查評估,高照原民專班一,,3.0,林淑卿,1,2,T305,0.62,1.064516129,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/19005_1EDIP0108030.pdf
114,1,系所,🔥 熱門選修,高齡健康概論,高照原民專班一,,3.0,怡懋．蘇米,3,2,T305,0.6,1.1,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/19004_1EDIP0100130.pdf
114,1,系所,🔥 熱門選修,解剖與生理學概論,高照原民專班一,,3.0,怡懋．蘇米陳運泰,2,5,T305,0.58,1.137931034,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/19003_1EDIP0100330.pdf
114,1,系所,📝 一般選修,心理學概論,高照原民專班一,,3.0,徐祖選,1,5,T305,0.62,1.064516129,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/19002_1EDIP0100230.pdf
114,1,系所,🔥 熱門選修,人工智慧及其應用,高照原民專班一,,2.0,鄭傑元吳宗益,2,2,電一教室,0.0,1.0,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/19001_0CCGE0181420.pdf
114,1,系所,🎓 專題/論文,應用行為分析倫理研究,復健諮商研究所,教育學院,3.0,鳳華,2,2,12120教材教法與實習室,0.35,1.0,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/14016_1EDRC2127730.pdf
114,1,系所,🔒 系上必修 (預代),身心障礙者生涯諮商與職業輔導評量,進修學士課程,進修推廣部,3.0,李敏聰,4,10,T103,0.02,30.0,0,4,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/14015_1EDRC0127330.pdf
114,1,系所,📝 一般選修,身心障礙者之身心特質與適應,進修學士課程,進修推廣部,3.0,陳淑美陳綺昀,3,10,T103,0.36,1.555555556,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/14014_1EDRC0127230.pdf
114,1,系所,🎓 專題/論文,論文指導(二),復健諮商研究所,教育學院,3.0,論文,0,0,,0.0,1.0,0,1,
114,1,系所,🎓 專題/論文,碩士論文,復健諮商研究所,教育學院,0.0,論文,0,0,,0.02,17.0,0,1,
114,1,系所,🎓 專題/論文,論文指導(一),復健諮商研究所,教育學院,3.0,論文,0,0,,0.35,2.0,0,1,
114,1,系所,📝 一般選修,駐地實習(A),復健諮商研究所,教育學院,3.0,鄭鈴諭,5,5,12120教材教法與實習室,0.35,1.571428571,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/14010_1EDRC2124630.pdf
114,1,系所,🔥 熱門選修,應用行為分析專題研究,復健諮商研究所,教育學院,3.0,鳳華,3,2,特研a,0.05,8.0,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/14009_1EDRC2130830.pdf
114,1,系所,📝 一般選修,高等教育統計學,復健諮商研究所,教育學院,3.0,王智弘,2,5,特研a,0.05,7.0,0,2,
114,1,系所,📝 一般選修,情緒行為障礙專題研究,復健諮商研究所,教育學院,3.0,鳳華,2,5,12120教材教法與實習室,0.45,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/14007_1EDRC2133530.pdf
114,1,系所,🔥 熱門選修,復健諮商實習(二),復健諮商研究所,教育學院,2.0,黃宜君王敏行,5,5,湖濱3樓討論室,0.55,1.090909091,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/14006_1EDRC2126620.pdf
114,1,系所,📝 一般選修,諮商與心理治療實務,復健諮商研究所,教育學院,3.0,李華璋,4,5,12120教材教法與實習室,0.45,1.111111111,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/14005_1EDRC2019630.pdf
114,1,系所,📝 一般選修,諮商倫理,復健諮商研究所,教育學院,3.0,陳嘉雯,1,5,12120教材教法與實習室,0.35,1.142857143,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/14004_1EDRC2129830.pdf
114,1,系所,📝 一般選修,復健醫學與復健諮商,復健諮商研究所,教育學院,3.0,黃宜君,1,5,特研e,0.4,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/14003_1EDRC2127830.pdf
114,1,系所,🔥 熱門選修,復健諮商議題與趨勢,復健諮商研究所,教育學院,3.0,王敏行,4,2,湖濱3樓討論室,0.55,0.909090909,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/14002_1EDRC2130630.pdf
114,1,系所,🎓 專題/論文,身心障礙者心理社會研究,復健諮商研究所,教育學院,3.0,王敏行,2,2,湖濱3樓討論室,0.5,1.1,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/14001_1EDRC2003230.pdf
114,1,系所,📝 一般選修,教育美學專題研究,教育研究所,教育學院,3.0,楊忠斌,2,5,視聽教室,0.3,2.666666667,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/13030_1EDED3150930.pdf
114,1,系所,🇬🇧 全英課程,創造力與問題解決研究,教育研究所,教育學院,2.0,王智弘,0,0,,0.0,1.0,1,3,
114,1,系所,🎓 專題/論文,論文,教育研究所,教育學院,0.0,論文,0,0,,0.0,1.0,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/13028_1EDEDG124300.pdf
114,1,系所,🎓 專題/論文,論文指導,教育研究所,教育學院,4.0,論文,0,0,,0.0,1.0,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/13027_1EDEDG153440.pdf
114,1,系所,🎓 專題/論文,論文,教育研究所,教育學院,0.0,論文,0,0,,0.5,1.7,0,1,
114,1,系所,🎓 專題/論文,論文,教育研究所,教育學院,0.0,論文,0,0,,0.475,1.947368421,0,1,
114,1,系所,🎓 專題/論文,論文,教育研究所,教育學院,0.0,論文,0,0,,0.0,1.0,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/13023_1EDEDE157300.pdf
114,1,系所,📝 一般選修,設計思考與問題解決研究,教育研究所,教育學院,2.0,陳謝鈞,4,10,視聽教室,0.0,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/13022_1EDEDE165520.pdf
114,1,系所,📝 一般選修,組織領導與團體動力研究,教育研究所,教育學院,2.0,林國楨,4,10,視聽教室,0.0,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/13021_1EDEDE158320.pdf
114,1,系所,📝 一般選修,教育暨行為科學學術論文評析,教育研究所,教育學院,2.0,林國楨,3,10,視聽教室,0.0,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/13020_1EDEDE157520.pdf
114,1,系所,🎓 專題/論文,論文指導(一),教育研究所,教育學院,3.0,論文,0,0,,0.4,1.428571429,0,1,
114,1,系所,🎓 專題/論文,論文指導(一),教育研究所,教育學院,3.0,論文,0,0,,0.25,1.0,0,1,
114,1,系所,📝 一般選修,運動健康與休閒研究,教育研究所,教育學院,2.0,張家昌,3,10,視聽教室,0.0,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/13017_1EDEDE159320.pdf
114,1,系所,📝 一般選修,教育美學與創新研究,教育研究所,教育學院,2.0,楊忠斌,2,10,視聽教室,0.0,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/13016_1EDEDE155920.pdf
114,1,系所,📝 一般選修,行為與教育科學研究法,教育研究所,教育學院,2.0,林素卿,2,10,視聽教室,0.0,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/13015_1EDEDE155020.pdf
114,1,系所,📝 一般選修,心理與教育統計學,教育研究所,教育學院,2.0,龔心怡,1,10,視聽教室,0.0,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/13014_1EDEDE161020.pdf
114,1,系所,📝 一般選修,嚴肅遊戲與創新研究,教育研究所,教育學院,2.0,李靜儀,1,10,視聽教室,0.0,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/13013_1EDEDE157820.pdf
114,1,系所,📝 一般選修,學校行政實踐工坊,教育研究所,教育學院,3.0,林國楨,5,8,視聽教室,0.2,2.5,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/13012_1EDED1162530.pdf
114,1,系所,📝 一般選修,敘事研究,教育研究所,教育學院,3.0,林國楨,5,5,視聽教室,0.05,18.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/13011_1EDED3150530.pdf
114,1,系所,📝 一般選修,發展心理學專題研究,教育研究所,教育學院,3.0,龔心怡,3,8,教研Ａ,0.05,4.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/13010_1EDED1011030.pdf
114,1,系所,📝 一般選修,杜威教育哲學專題研究,教育研究所,教育學院,3.0,楊忠斌,3,8,教研B,0.15,2.666666667,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/13009_1EDED1164530.pdf
114,1,系所,📝 一般選修,結構方程模式專題研究,教育研究所,教育學院,3.0,龔心怡,3,5,教研Ａ,0.15,1.666666667,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/13008_1EDED3150630.pdf
114,1,系所,📝 一般選修,青少年心理學專題研究,教育研究所,教育學院,3.0,王智弘,3,5,視聽教室,0.6,1.583333333,0,2,
114,1,系所,🔥 熱門選修,多變項分析專題研究,教育研究所,教育學院,3.0,王智弘,3,2,視聽教室,0.1,6.0,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/13006_1EDED3102230.pdf
114,1,系所,📝 一般選修,教育研究法專題研究,教育研究所,教育學院,3.0,吳璧如,2,8,教研B,0.1,2.5,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/13005_1EDED1013030.pdf
114,1,系所,📝 一般選修,方案評鑑專題研究,教育研究所,教育學院,3.0,林素卿,2,5,教研Ａ,0.1,2.5,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/13004_1EDED1166130.pdf
114,1,系所,🎓 專題/論文,教育研究法,教育研究所,教育學院,3.0,吳璧如,2,2,視聽教室,0.8,1.375,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/13002_1EDED2008830.pdf
114,1,系所,📝 一般選修,高等教育統計學與統計軟體應用(一),教育研究所,教育學院,2.0,郭國禎,1,6,電二教室,0.7,1.357142857,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/13001_1EDED3150720.pdf
114,1,系所,🎓 專題/論文,論文指導,特殊教育學系,教育學院,4.0,論文,0,0,,0.0,1.0,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12071_1EDSEE170940.pdf
114,1,系所,🎓 專題/論文,資賦優異學生診斷與心理評量,特殊教育學系,教育學院,3.0,張靖卿,1,2,特研a,0.05,1.0,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12070_1EDSE2164530.pdf
114,1,系所,🔥 熱門選修,特殊教育教學實習(二),特殊教育學系,教育學院,2.0,張家瑞黃羚雅,4,1,12301,0.62,1.129032258,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12069_1EDSE0014020.pdf
114,1,系所,📝 一般選修,學習理論與學習輔導,特殊教育學系,教育學院,3.0,洪雅惠,4,10,12302,0.0,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12068_1EDSEE175930.pdf
114,1,系所,🎓 專題/論文,碩士論文,特殊教育學系,教育學院,0.0,論文,0,0,,0.45,2.222222222,0,1,
114,1,系所,🎓 專題/論文,論文指導(一),特殊教育學系,教育學院,3.0,論文,0,0,,0.45,1.333333333,0,1,
114,1,系所,📝 一般選修,合作諮詢,特殊教育學系,教育學院,3.0,黃宜君,4,5,特研e,0.15,4.666666667,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12065_1EDSE2127930.pdf
114,1,系所,🎓 專題/論文,特殊教育學生診斷與評量,特殊教育學系,教育學院,3.0,吳訓生,2,2,特研b,0.55,0.909090909,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12062_1EDSE2174830.pdf
114,1,系所,📝 一般選修,身心障礙學生功能性課程與教材研究,特殊教育學系,教育學院,3.0,林千惠,1,5,特研b,0.7,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12061_1EDSE2175130.pdf
114,1,系所,🎓 專題/論文,資賦優異學生學習策略研究,特殊教育學系,教育學院,3.0,賴翠媛,1,2,特研c,0.05,6.0,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12060_1EDSE2161830.pdf
114,1,系所,🎓 專題/論文,高等教育統計學,特殊教育學系,教育學院,3.0,周台傑,2,2,12301,0.4,1.25,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12059_1EDSE2190830.pdf
114,1,系所,📝 一般選修,特殊教育議題與趨勢,特殊教育學系,教育學院,3.0,賴翠媛,1,5,特研a,0.4,1.5,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12058_1EDSE2017930.pdf
114,1,系所,🎓 專題/論文,博士論文,特殊教育學系,教育學院,0.0,論文,0,0,,0.3,1.5,0,1,
114,1,系所,🎓 專題/論文,論文指導(一),特殊教育學系,教育學院,3.0,論文,0,0,,0.05,2.0,0,1,
114,1,系所,📝 一般選修,特殊教育學生評量專題研究,特殊教育學系,教育學院,3.0,吳訓生,2,6,特研c,0.15,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12055_1EDSE1168230.pdf
114,1,系所,🎓 專題/論文,思考教學的實用策略,特殊教育學系,教育學院,3.0,賴翠媛,2,2,特研c,0.1,1.0,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12054_1EDSE1168730.pdf
114,1,系所,📝 一般選修,身心障礙學生之學習策略專題研究,特殊教育學系,教育學院,3.0,吳訓生,1,6,特研d,0.1,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12053_1EDSE1176730.pdf
114,1,系所,🎓 專題/論文,特殊教育個案專題研究,特殊教育學系,教育學院,3.0,楊雅惠,1,2,特研d,0.2,1.25,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12052_1EDSE1012630.pdf
114,1,系所,📝 一般選修,特殊教育思潮,特殊教育學系,教育學院,3.0,林千惠賴翠媛,2,6,特研d,0.1,2.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12051_1EDSE1018030.pdf
114,1,系所,🎓 專題/論文,研究方法論,特殊教育學系,教育學院,3.0,陳怡慧,2,2,特研d,0.05,1.0,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12050_1EDSE1011730.pdf
114,1,系所,📝 一般選修,溝通障礙學導論,特殊教育學系,教育學院,2.0,陳怡慧,4,7,12402,0.6,1.266666667,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12049_1EDSE0015820.pdf
114,1,系所,🔥 熱門選修,專業合作與家庭支援實務,特殊教育學系,教育學院,2.0,林翠英,4,5,12402,0.6,1.0,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12048_1EDSE0185820.pdf
114,1,系所,🔥 熱門選修,特殊教育教學實習(二),特殊教育學系,教育學院,2.0,詹孟琦,4,1,12402,0.54,1.481481481,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12047_1EDSE0014020.pdf
114,1,系所,🔥 熱門選修,特殊教育行政與法規,特殊教育學系,教育學院,2.0,王敬儒,3,1,12402,0.68,1.617647059,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12046_1EDSE0010220.pdf
114,1,系所,🔥 熱門選修,正向行為支持工作倫理,特殊教育學系,教育學院,2.0,田凱倩,2,5,12301,0.6,1.033333333,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12045_1EDSE0181320.pdf
114,1,系所,📝 一般選修,專業合作與家庭支援實務,特殊教育學系,教育學院,2.0,林翠英,3,7,12301,0.5,1.04,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12044_1EDSE0185820.pdf
114,1,系所,🔥 熱門選修,資優教育專題研究,特殊教育學系,教育學院,2.0,顏富明,3,3,12210視聽教室,0.5,1.32,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12042_1EDSE0015020.pdf
114,1,系所,📝 一般選修,自閉症語言溝通,特殊教育學系,教育學院,2.0,林翠英,1,7,12402,0.62,0.677419355,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12041_1EDSE0130420.pdf
114,1,系所,🔥 熱門選修,正向行為支持工作倫理,特殊教育學系,教育學院,2.0,田凱倩,1,5,12402,0.56,1.25,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12040_1EDSE0181320.pdf
114,1,系所,🔥 熱門選修,資源教室經營與實務,特殊教育學系,教育學院,2.0,張靖卿,3,1,12301,0.58,1.034482759,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12039_1EDSE0186220.pdf
114,1,系所,📝 一般選修,輔助科技應用,特殊教育學系,教育學院,2.0,鄧佳宜,4,7,12303,0.38,1.263157895,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12038_1EDSE0177720.pdf
114,1,系所,🔥 熱門選修,定向行動,特殊教育學系,教育學院,2.0,陳慧芬,4,5,12303,0.52,1.153846154,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12037_1EDSE0164720.pdf
114,1,系所,🔥 熱門選修,情緒行為問題之正向行為支持實務,特殊教育學系,教育學院,2.0,林翠英,3,5,12303,0.5,1.4,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12036_1EDSE0187720.pdf
114,1,系所,🔥 熱門選修,社會技巧,特殊教育學系,教育學院,2.0,田凱倩,3,3,12120教材教法與實習室,0.56,1.785714286,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/12035_1EDSE0179820.pdf
