序號,課程代碼,開課班別(代表),課程名稱,教學大綱Syllabus,課程性質,課程性質2,全英語授課,學分,教師姓名,上課大樓,上課節次+地點,上限人數,登記人數,選上人數,可跨班,備註,英文課程名稱,教學大綱狀態,教學大綱連結,教師個人頁
655,53024,電子三,微波與通訊實務專題(一),,系必修,,否,3,熊大為黃其泮陳棟洲,工學院,(六) 01-06 E414,50,12,12,限本系,,Practical Projects in Microwave and Communication I,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/53024_1EIEL0150730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000959
656,53023,電子三,創意機器人實作,,系選修,,否,2,吳宗益,工學院,(三) 09-10 E406,50,8,12,限本系,,Practice of Creative Robots,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/53023_1EIEL0161420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000787
657,53022,電子三,電子電路,,系選修,,否,3,陳勛祥,教學二館,(四) 06-08 34304,50,24,33,限本系,,Electronic Circuits,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/53022_1EIEL0025130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000783
658,53021,電子三,數位通訊概論,,系選修,,否,3,熊大為,工學院,(三) 06-08 E404教室,50,19,19,限本系,,Principles of Digital Communications,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/53021_1EIEL0024630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000959
659,53020,電子三,VLSI設計導論,,系選修,,否,3,黃宗柱,工學院,(三) 02-04 E406,50,22,27,限本系,,Introduction to VLSI Design,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/53020_1EIEL0024430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000800
660,53019,電子三,微處理機技術,,系選修,,否,2,黃其泮,工學院,(二) 05-08 E404教室,50,10,9,限本系,,Microprocessor Technology,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/53019_1EIEL0029220.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000750
661,53018,電子三,中央處理單元設計,,系選修,,否,3,張孟洲,工學院,(二) 02-04 E404教室,50,26,24,限本系,此為大碩合班上課之課程,Design of Central Processing Unit,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/53018_1EIEL0019830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000873
662,53017,電子三,通訊系統分析與模擬,,系選修,,否,3,陳棟洲,工學院,(二) 06-08 E422研討室,50,5,4,限本系,此為大碩合班上課之課程,Analysis and Simulation of Communication Systems,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/53017_1EIEL0141930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000977
663,53016,電子三,光學,,系選修,,否,3,陳偉立,教學二館,(一) 06-08 34304,50,18,11,限本系,此為大碩合班課程,optics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/53016_1EIEL0153230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000747
664,53015,電子二,工程數學(三),,系選修,,否,3,洪萬鑄,教學二館,(五) 06-08 34204,50,47,37,限本系,,Engineering Mathematics III,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/53015_1EIEL0157530.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000785
665,53014,電子二,電子學(二),,系必修,,否,3,陳勛祥,教學二館,(五) 02-04 34304,50,59,64,限本系,,Electronics II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/53014_1EIEL0014730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000783
666,53013,電子二,半導體元件（一）,,系選修,,否,3,吳正信,教學一館,(四) 06-08 33404,50,50,73,限本系,,Semiconductor Devices I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/53013_1EIEL0161130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000853
667,53012,電子二,進階程式設計,,系選修,,否,3,張孟洲,力行館,(四) 02-04 力行館31102,50,19,24,限本系,,Advanced Programming,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/53012_1EIEL0161630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000873
668,53011,電子二,電磁學(一),,系必修,,否,3,何明華,教學一館,(二) 05 33403 (三) 03-04 33403,65,59,65,限本系,,Electromagnetics I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/53011_1EIEL0010830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000670
669,53010,電子二,電子技術(二),,系必修,,否,2,陳勛祥,工學院,(一) 05-08 EB214,50,48,49,限本系,,Electronic Technology II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/53010_1EIEL0020420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000783
670,53009,電子二,訊號與系統,,系必修,,否,3,洪萬鑄,教學二館,(一) 03-04 34304 (二) 06 34304,50,48,48,限本系,,Signals and Systems,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/53009_1EIEL0155430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000785
671,53008,電子一,數位邏輯,,系必修,,否,3,熊大為,教學二館,(四) 06-08 34202,50,48,55,限本班,,Digital Logic,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/53008_1EIEL0022730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000959
672,53007,電子一,線性代數,,系選修,,否,3,陳棟洲,教學二館,(四) 02-04 34204,60,49,32,限本系,(遠距課程),Linear Algebra,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/53007_1EIEL0005630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000977
673,53006,電子一,工程數學(一),,系必修,,否,3,洪萬鑄,教學二館,(三) 02-04 34204,50,48,61,限本班,,Engineering Mathematics I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/53006_1EIEL0005330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000785
674,53005,電子一,電路學(一),,系必修,,否,3,柯宗憲,教學二館,(二) 07-09 34204,50,48,52,限本班,,Circuit Theory I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/53005_1EIEL0014830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0001053
675,53004,電子一,普通物理(二),,系必修,,否,3,柯宗憲,教學二館,(二) 03-04、06 34204,50,47,52,限本班,,General Physics II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/53004_1EIEL0003330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0001053
676,53003,電子一,微積分(二),,系必修,,否,3,陳偉立,教學二館,(五) 06-08 34304,50,47,49,限本班,,Calculus II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/53003_1EIEL0007230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000747
677,53002,電子三,電子儀錶學,,系選修,,否,3,黃其泮,工學院,(一) 02-04 E406,50,13,23,限本系,,Electrical Instruments,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/53002_1EIEL0029630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000750
678,53001,電子一,人工智慧及其應用,,校必(通識),,否,2,張孟洲,力行館,(三) 05-06 力行館31102,50,0,48,限本班,大二~大四生如要修習，以線上加簽方式,Artificial Intelligence and Its Application,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/53001_0CCGE0181420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000873
679,52048,電機碩一,高等電力電子學,,系選修,,否,3,阮昱霖,教學二館,(二) 05-07 34302,30,4,7,限本系,,Advanced Power Electronics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52048_1EIEE3144830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000994
680,52047,電機博二,最佳控制,,系選修,,否,3,鍾翼能,教學二館,(二) 06-08 34203,20,2,4,限本系,,Optimal Control,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52047_1EIEE3144630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000922
681,52046,電機夜碩二,實務專題研究,,系選修,,否,1,林昭志,工學院,(五) 10 E702,30,0,19,限本班,,Practical case study,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52046_1EIEEE150010.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0001019
682,52045,電機夜碩二,論文,,系必修,,否,0,論文,,,30,0,19,限本系,,Thesis,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52045_1EIEEE002100.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=P000004
683,52044,電機夜碩二,論文指導,,系必修,,否,4,論文,,,30,0,17,限本班,,Thesis Supervision,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52044_1EIEEE022140.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=P000004
684,52043,電機夜碩二,論文寫作(二),,系必修,,否,3,羅鈞壎,工學院,(三) 10-12 E702,30,0,17,限本班,,Research Paper Writing(II),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52043_1EIEEE001330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000827
685,52042,電機夜碩一,數位訊號處理,,系選修,,是,3,楊文然,工學院,(四) 10-12 E702,30,0,21,限本系,,Digital Signal Processing,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52042_1EIEEE122230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000894
686,52041,電機夜碩一,模糊控制,,系選修,,是,3,王朝興,工學院,(一) 10-12 E702,30,0,22,限本系,,Fuzzy Control,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52041_1EIEEE158730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000765
687,52040,電機夜碩一,電機教學與管理專題研究(二),,組必修,,否,1,鍾翼能林昭志,工學院,(二) 12 E504,30,0,12,限本班,,Project of Implementation (II),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52040_1EIEEE149210.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000922
688,52039,電機夜碩一,電機工程專題研究(二),,組必修,,否,1,羅鈞壎張譽鐘,工學院,(二) 12 E702,30,0,12,限本班,,Project Research of Electrical Engineering(II),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52039_1EIEEE149010.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000827
689,52038,電機夜碩一,書報討論(下),,系必修,,否,2,鍾翼能,工學院,(二) 10-11 E702,30,0,23,限本班,,Seminar(II),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52038_1EIEEE000320.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000922
690,52037,電機碩博,數位影像處理,,系選修,,否,3,蕭瑛星,工學院,(二) 10-12 E703,20,3,8,限本系,,Digital Image Processing,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52037_1EIEE3143830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=9901229
691,52036,電機碩博,再生能源,,系選修,,否,3,陳良瑞,教學二館,(一) 06-08 34202,20,3,6,限本系,,Renewable Energy,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52036_1EIEE3145030.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000909
692,52035,電機碩一,數位訊號處理,,系選修,,是,3,楊文然,教學二館,(四) 02-04 34302,20,8,12,限本系,,Digital Signal Processing,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52035_1EIEE2008430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000894
693,52034,電機三,系統實作專題(一),,系必修,,否,2,張譽鐘詹益禎,工學院,(六) 01-04 E504,50,3,11,限本班,,Special Topic for Systems I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52034_1EIEE0011120.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000967
694,52033,電機三,研發實作專題(一),,系必修,,否,2,陳良瑞何明華,工學院,(六) 01-04 E703,50,8,15,限本班,,Special Topic for Research I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52033_1EIEE0011720.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000909
695,52032,電機三,產業實作專題(一),,系必修,,否,2,王朝興魏忠必,工學院,(六) 01-04 E702,50,37,23,限本班,,Special Topic for Industry I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52032_1EIEE0011420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000765
696,52031,電機四,肌肉骨骼系統與運動,,系選修,,否,3,巫錫霖,教學二館,(四) 06-08 34301,50,42,56,限本系,,Musculoskeletal System and Biomechanics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52031_1EIEE0128230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=9900727
697,52030,電機碩二,論文,,系必修,,否,0,論文,,,40,24,31,限本系,,Thesis,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=P000004
698,52029,電機碩二,論文指導(二),,系必修,,否,3,論文,,,30,14,19,限本班,,Thesis Supervision II,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=P000004
699,52028,電機碩二,專題研討(二),,系必修,,是,2,林昭志,工學院,(五) 06-07 E703,30,20,25,限本班,,Literature Study II,英文,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0001019
700,52027,電機碩博,電機控制,,系選修,,否,3,魏忠必,工學院,(三) 05-07 工學院EB211,20,9,16,限本系,,Electrical Control,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52027_1EIEE3143630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000152
701,52025,電機碩博,數位通訊,,系選修,,否,3,陳財榮,工學院,(四) 01-02、14 E703,20,0,1,限本系,,Digital Communications,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52025_1EIEE3146030.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=9901265
702,52024,電機碩一,肌肉骨骼系統與運動,,系選修,,否,3,巫錫霖,教學二館,(四) 06-08 34301,30,14,17,限本系,,Musculoskeletal System and Biomechanics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52024_1EIEE2152830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=9900727
703,52023,電機碩一,微波工程,,系選修,,否,3,羅鈞壎,工學院,(二) 06-08 E703,20,6,6,限本系,,Microwave Engineering,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52023_1EIEE3142830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000827
704,52022,電機碩一,無線通訊專題,,系選修,,否,3,林昭志,工學院,(五) 02-04 E504,20,1,5,限本系,,Special Topics on Wireless Communications,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52022_1EIEE3153330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0001019
705,52021,電機碩一,科技英文,,系選修,,否,3,楊文然,教學二館,(三) 02-04 34301,30,12,14,限本系,,Technical English,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52021_1EIEE2002930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000894
706,52020,電機碩一,書報討論(二),,系必修,,是,2,張譽鐘,工學院,(五) 06-07 E702,30,14,20,限本班,,Seminar II,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52020_1EIEE2158220.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000967
707,52019,電機博二,論文,,系必修,,否,0,論文,,,20,0,8,限本系,,Thesis,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=P000004
708,52018,電機博二,論文指導(二),,系必修,,否,3,論文,,,20,2,3,限本班,,Thesis Supervision II,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=P000004
709,52017,電機博二,專題研討(下),,系必修,,否,2,鍾翼能,工學院,(四) 03-04 E702,20,2,3,限本班,,Literature Study II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52017_1EIEE1021920.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000922
710,52016,電機博一,書報討論(下),,系必修,,否,2,魏忠必,工學院,(四) 03-04 E703,20,0,2,限本班,,Seminar II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52016_1EIEE1020320.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000152
711,52015,電機三,智慧感測與資料探勘,,系選修,,否,3,魏忠必,工學院,(五) 02-04 工學院EB211,50,38,44,限本系,,Intelligence Sensing and Data Prospecting,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52015_1EIEE0017630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000152
712,52014,電機三,介面電路技術,,系選修,,否,2,阮昱霖,工學院,(二) 01-04 E504,50,6,6,限本班,,Interface Circuit Technology,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52014_1EIEE0012920.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000994
713,52013,電機三,電資產業概論與工程倫理,,系必修,,否,2,王朝興,教學二館,(一) 05-06 34302,50,39,32,限本班,,Introduction of Electrical Industry and Engineering Ethics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52013_1EIEE0142720.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000765
714,52012,電機二,電磁學(一),,系必修,,否,3,羅鈞壎,教學一館,(五) 05-07 33303,50,48,62,限本系,,Electromagnetics I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52012_1EIEE0004730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000827
715,52011,電機二,計算機組織與結構,,系選修,,否,3,楊文然,教學二館,(三) 05-07 34301,50,48,48,限本系,,Computer Architecture,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52011_1EIEE0017730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000894
716,52010,電機二,電子技術(二),,系必修,,否,2,林昭志,工學院,(二) 05-08 EB214,50,48,59,限本班,,Electronic Technology II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52010_1EIEE0010220.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0001019
717,52009,電機二,訊號與系統,,系必修,,否,3,林昭志,教學二館,(一) 06-08 34303,50,48,65,限本系,,Signals and Systems,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52009_1EIEE0016230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0001019
718,52008,電機二,電子學(二),,系必修,,否,3,陳金嘉,教學二館,(四) 02-04 34301,50,48,59,限本系,,Electronics II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52008_1EIEE0006930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=9901170
719,52007,電機一,程式語言,,系選修,,否,3,阮昱霖,工學院,(一) 02-04 E504,50,32,39,限本系,,Programming Language,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52007_1EIEE0157230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000994
720,52006,電機一,電路技術,,系必修,,否,2,阮昱霖,工學院,(三) 01-04 EB214,50,43,48,限本班,,Circuit Theory Experiments,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52006_1EIEE0013020.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000994
721,52005,電機一,工程數學(一),,系必修,,否,3,張譽鐘,工學院,(二) 10-12 E601,60,43,51,限本系,,Engineering Mathematics I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52005_1EIEE0003230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000967
722,52004,電機一,線性代數,,系必修,,否,3,鍾翼能,教學二館,(一) 06-08 34301,65,43,51,可跨班系,,Linear Algebra,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52004_1EIEE0003630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000922
723,52003,電機一,電路學(一),,系必修,,否,3,王朝興,教學二館,(二) 05-07 34301,50,43,46,限本系,,Circuit Theory I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52003_1EIEE0007030.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000765
724,52002,電機一,微積分(二),,系必修,,否,3,張譽鐘,教學二館,(四) 07-09 34303,50,46,52,限本系,,Calculus II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52002_1EIEE0003930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000967
725,52001,電機一,人工智慧及其應用,,校必(通識),,否,2,楊文然,力行館,(四) 05-06 力行館31102,55,0,47,限本班,大二~大四生如要修習，以線上加簽方式,Artificial Intelligence and Its Application,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/52001_0CCGE0181420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000894
726,51039,機電三,機電整合系統,,系選修,,否,3,周咏蒨李建興,工學院,(四) 06-08 E205,50,4,10,限本系,,Mechatronic Integrated Systems,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/51039_1EIME0016630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=4000085
727,51038,機電碩博,散熱模組設計與應用,,系選修,,是,3,李建興,教學一館,(二) 02-04 33402教室,50,6,14,限本系,,Thermal Module Design and Application,英文,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0001187
728,51037,機電碩博,影像辨識與人工智慧,,系選修,,否,3,周咏蒨,工學院,(五) 02-04 E205,50,8,28,限本系,,Image Recognition and Artificial Intelligence,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/51037_1EIME3162930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=4000085
729,51036,機電夜碩二,論文,,系必修,,否,0,論文,,,60,0,35,限本系,註冊未修課(延畢生)及本學期要提論文口試者必選,Thesis,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/51036_1EIMEE023100.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=P000004
730,51035,機電夜碩二,論文指導,,系必修,,否,4,論文,,,60,0,18,限本系,,Thesis Supervision,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/51035_1EIMEE023040.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=P000004
