序號,課程代碼,開課班別(代表),課程名稱,教學大綱Syllabus,課程性質,課程性質2,全英語授課,學分,教師姓名,上課大樓,上課節次+地點,上限人數,登記人數,選上人數,可跨班,備註,英文課程名稱,教學大綱狀態,教學大綱連結,教師個人頁
11,800B6,日外校大學,密碼學,,自由選修,,否,3,校際教師,,,1,0,1,限本班,中國-武漢大學,Cryptography,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
12,800B5,日外校大學,中國哲學智慧,,自由選修,,否,2,校際教師,,,1,0,1,限本班,中國-武漢大學,Introduction to Chinese Philosophy,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
13,800B4,日外校大學,繪畫基礎,,自由選修,,否,1,校際教師,,,1,0,1,限本班,日本-愛知教育大學,Basic Practice of Painting,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
14,800B3,日外校大學,日本語 III,,自由選修,,否,1,校際教師,,,1,0,1,限本班,日本-愛知教育大學,Japanese III,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
15,800B2,日外校大學,"德文,初級程度 2(CRFR A2.2)",,自由選修,,否,2,校際教師,,,50,0,1,限本班,,"German, Beginner's level 2 (CEFR A2.2)",無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
16,800B1,日外校大學,服務學習-跨文化學習與體驗,,自由選修,,否,1,校際教師,,,50,0,1,限本班,,Service Learning - Interkulturelles Lernen und Erleben,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
17,800A9,日外校大學,商業英文,,自由選修,,否,2,校際教師,,,50,0,1,限本班,,Business English II,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
18,800A8,日外校大學,非語言溝通,,自由選修,,否,4,校際教師,,,1,0,1,限本班,英國-伯明罕城市大學,Non-Verbal Communication,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
19,800A7,日外校大學,正向心理學,,自由選修,,否,4,校際教師,,,1,0,1,限本班,英國-伯明罕城市大學,Positive Psychology and Counselling,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
20,800A6,日外校大學,研究方法與導論,,自由選修,,否,4,校際教師,,,1,0,1,限本班,英國-伯明罕城市大學,Introduction to Research Methods and Statistics,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
21,800A5,日外校大學,德語語文課程(中級第2班),,自由選修,,否,3,校際教師,,,50,0,1,限本班,德國-卡爾斯魯厄教育大學,German Language Course Intermidiate - Class 2,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
22,800A4,日外校大學,走向綠能？利用學校花園以及實作,,自由選修,,否,3,校際教師,,,1,0,1,限本班,德國-卡爾斯魯厄教育大學,Going Green? Utilizing School Garden Settings for Environmental Cultural Studies with a Hands-on Approach,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
23,800A3,日外校大學,德語中級密集課程－夏學期,,自由選修,,否,9,校際教師,,,1,0,1,限本班,德國-卡爾斯魯厄教育大學,German Intensive Language Course Intermediate Level - Summer Semester,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
24,800A2,日外校大學,德語作為外語(中級),,自由選修,,否,3,校際教師,,,1,0,1,限本班,德國-卡爾斯魯厄教育大學,German as a Foreign Language(Intermediate),無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
25,800A1,日外校大學,犯罪學,,自由選修,,否,2,校際教師,,,1,0,1,限本班,大陸-北京師大,Criminology,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
26,80099,日外校大學,法語入門 I,,自由選修,,否,2,校際教師,,,1,0,1,限本班,大陸-北京師大,French I,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
27,80098,日外校大學,西班牙語入門 I,,自由選修,,否,2,校際教師,,,1,0,1,限本班,大陸-北京師大,Spanish I,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
28,80097,日外校大學,決策心理學,,自由選修,,否,2,校際教師,,,1,0,1,限本班,大陸-北京師大,Psychology of Decision Making,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
29,80096,日外校大學,兒童認知與情緒研究,,自由選修,,否,2,校際教師,,,1,0,1,限本班,大陸-北京師大,Children's Emotion and Cognition,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
30,80095,日外校大學,人事心理學,,自由選修,,否,2,校際教師,,,1,0,1,限本班,大陸-北京師大,Personnel Psychology,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
31,80094,日外校大學,社會心理學,,自由選修,,否,3,校際教師,,,1,0,1,限本班,大陸-北京師大,Social Psychology,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
32,80093,日外校大學,認知心理學,,自由選修,,否,2,校際教師,,,1,0,1,限本班,大陸-北京師大,Cognitive Psychology,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
33,80092,日外校大學,德文會話,,自由選修,,否,2.5,校際教師,,,50,0,2,限本班,,German communications skills I,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
34,80091,日外校大學,行銷管理專題,,自由選修,,否,2.5,校際教師,,,50,0,2,限本班,,Marketing and Sales Management Project,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
35,80090,日外校大學,企業財務管理,,自由選修,,否,3.5,校際教師,,,50,0,1,限本班,,Business Financial Management in English,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
36,80089,日外校大學,生產管理,,自由選修,,否,2,校際教師,,,50,0,1,限本班,,Process Management in English,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
37,80088,日外校大學,專案預算,,自由選修,,否,2,校際教師,,,50,0,1,限本班,,Project Budgeting in English,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
38,80087,日外校大學,德語課程,,自由選修,,否,1.5,校際教師,,,50,0,1,限本班,德國-卡爾斯魯厄教育大學,German Language Course(Advanced Beginners),無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
39,80086,日外校大學,永續發展,,自由選修,,否,1,校際教師,,,50,0,2,限本班,德國-卡爾斯魯厄教育大學,Sustainability Development,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
40,80085,日外校大學,英語口說C1等級,,自由選修,,否,1.5,校際教師,,,50,0,2,限本班,德國-卡爾斯魯厄教育大學,Oral Proficiency for C1 Level,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
41,80084,日外校大學,初學者德語密集課程,,自由選修,,否,4.5,校際教師,,,50,0,2,限本班,德國-卡爾斯魯厄教育大學,German Intensive Language Course for Beginners,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
42,80083,日外校碩士班,預測分析：數位決策,,自由選修,,否,2.5,校際教師,,,1,0,1,限本班,美國-加州大學爾灣分校,Predictive Analytics: Digital Decision,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
43,80082,日外校碩士班,預測分析：工具與技術,,自由選修,,否,2.5,校際教師,,,1,0,1,限本班,美國-加州大學爾灣分校,Predictive Analytics: Tools & Techniques,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
44,80081,日外校碩士班,Python程式設計入門,,自由選修,,否,2.5,校際教師,,,1,0,1,限本班,美國-加州大學爾灣分校,Introduction to Python Programming,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
45,80080,日外校碩士班,商業資料分析入門,,自由選修,,否,2.5,校際教師,,,1,0,1,限本班,美國-加州大學爾灣分校,Intro to Analyzing Data for Business,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
46,80079,日外校碩士班,資料專案,,自由選修,,否,2.5,校際教師,,,20,0,1,限本班,,Data Analytics Project,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
47,80078,日外校碩士班,商業分析概論,,自由選修,,否,2.5,校際教師,,,20,0,1,限本班,,Intro to Analyzing Data for Business,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
48,80077,日外校大學,生態學基礎,,自由選修,,否,2,校際教師,,,1,0,1,限本班,中國-東北師範大學,Foundations of Ecology,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
49,80076,日外校大學,景觀生態學,,自由選修,,否,1.5,校際教師,,,1,0,1,限本班,中國-東北師範大學,Landscape Ecology,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
50,80075,日外校碩士班,Python程式語言,,自由選修,,否,2.5,校際教師,,,20,0,2,限本班,,Introduction of Python Programming,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
51,80074,日外校碩士班,商業資料分析概論,,自由選修,,否,2.5,校際教師,,,20,0,1,限本班,,Intro to Analyzing Data for Business,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
52,80073,日外校碩士班,履歷面試工作坊,,自由選修,,否,1,校際教師,,,20,0,2,限本班,,Resume Writing/Interviewing Workshop,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
53,80072,日外校碩士班,專業實習,,自由選修,,否,6,校際教師,,,20,0,2,限本班,,Professional Internship,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
54,80071,日外校碩士班,資料分析專案,,自由選修,,否,2.5,校際教師,,,20,0,1,限本班,,Data Analytics Project,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
55,80070,日外校碩士班,指示性分析:數位決策,,自由選修,,否,2.5,校際教師,,,20,0,2,限本班,,Prescriptive Analytics: Digital Decision,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
56,80069,日外校碩士班,預測性分析:工具和技巧,,自由選修,,否,2.5,校際教師,,,20,0,2,限本班,,Predictive Analytics: Tools & Techniques,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
57,80068,日外校碩士班,敘述性分析:視覺化與解讀,,自由選修,,否,2.5,校際教師,,,20,0,2,限本班,,Descriptive Analytics: Visualization & Storytelling,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
58,80067,日外校大學,本科生出國留學/工作,,自由選修,,否,3,校際教師,,,1,0,1,限本班,捷克-西波希米亞大學,Study/work Abroad for Undegraduate Students,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
59,80066,日外校大學,專業英文(二),,自由選修,,否,1,校際教師,,,50,0,1,限本班,University of Hradec Kralove,Professional English II,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
60,80065,日外校大學,捷克語,,自由選修,,否,1.5,校際教師,,,50,0,1,限本班,University of Hradec Kralove,Czech language for foreigners,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
61,80064,日外校大學,德語溝通技巧(一),,自由選修,,否,2.5,校際教師,,,50,0,1,限本班,Frankfurt University of Applied Sciences,German Communication Skills I,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
62,80063,日外校大學,市場營銷與銷售管理專案,,自由選修,,否,2.5,校際教師,,,50,0,1,限本班,Frankfurt University of Applied Sciences,marketing and sales management project,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
63,80062,日外校大學,全球英語母語文化,,自由選修,,否,2,校際教師,,,1,0,1,限本班,捷克-西波希米亞大學,Global Anglophone Culture,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
64,80061,日外校大學,溝通與文化交流,,自由選修,,否,1,校際教師,,,1,0,1,限本班,捷克-西波希米亞大學,Communication and Culture,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
65,80060,日外校大學,捷克語,,自由選修,,否,2,校際教師,,,1,0,1,限本班,University of Hradec Kralove,Czech Language for Foreigners,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
66,80059,日外校大學,專業英文,,自由選修,,否,3,校際教師,,,1,0,1,限本班,University of Hradec Kralove,Professional English II,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
67,80058,日外校大學,商務英文,,自由選修,,否,2,校際教師,,,1,0,1,限本班,University of Hradec Kralove,Business English II,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
68,80057,日外校大學,學習差異學生實務,,自由選修,,否,1.5,校際教師,,,50,0,1,限本班,美國加州大學爾灣分校,Working with Students with Learing Differences,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
69,80056,日外校大學,教育研究统計,,自由選修,,否,4,校際教師,,,50,0,1,限本班,美國加州大學爾灣分校,Statistics for Education Research,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
70,80055,日外校大學,疫苗導論,,自由選修,,否,4,校際教師,,,50,0,1,限本班,美國加州大學爾灣分校,Introduction to Vaccines,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
71,80054,日外校大學,科學與數學教學導論,,自由選修,,否,3,校際教師,,,50,0,1,限本班,美國加州大學爾灣分校,Introduction to Science and Mathematics Teaching,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
72,80053,日外校大學,電影學英文,,自由選修,,否,3,校際教師,,,50,0,1,限本班,韓國-首爾市立大學,English through Film,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
73,80052,日外校大學,大眾媒體與韓流文化,,自由選修,,否,3,校際教師,,,50,0,1,限本班,韓國-首爾市立大學,Mess Media and Popular Culture in Korea,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
74,80051,夜外校大學,地方政府與政治,,自由選修,,否,2,校際教師,,,30,0,1,限本班,至臺灣師範大學上課,,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
75,80050,日外校大學,生涯發展與訓練研討會,,自由選修,,否,1,校際教師,,,50,0,1,限本班,美國-加州大學柏克萊分校,Career Development and Coaching Seminar,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
76,80049,日外校大學,跨文化溝通,,自由選修,,否,3,校際教師,,,50,0,1,限本班,美國-加州大學柏克萊分校,Cross-cultural Communications,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
77,80048,日外校大學,流行文化學,,自由選修,,否,3,校際教師,,,50,0,1,限本班,美國-加州大學柏克萊分校,Popular Culture,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
78,80047,日外校大學,普通心理學,,自由選修,,否,3,校際教師,,,50,0,1,限本班,美國-加州大學柏克萊分校,General Psychology,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
79,80046,日外校大學,英文寫作單字與文法,,自由選修,,否,2,校際教師,,,50,0,1,限本班,美國-加州大學柏克萊分校,Grammar and Vocabulary of Written English,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
80,80045,夜外校大學,稅務法規,,自由選修,,否,2,校際教師,,,30,0,1,限本班,至雲林科技大學上課,Taxation,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
81,80044,夜外校大學,國際財務管理,,自由選修,,否,3,校際教師,,,30,0,1,限本班,至虎尾科技大學上課,International Financial Management,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
82,80043,夜外校大學,網路行銷,,自由選修,,否,3,校際教師,,,30,0,1,限本班,至虎尾科技大學上課,Internet Marketing,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
83,80042,夜外校大學,商事法,,自由選修,,否,3,校際教師,,,30,0,1,限本班,至虎尾科技大學上課,Business Law,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
84,80041,夜外校大學,產業前景與職涯規劃,,自由選修,,否,2,校際教師,,,30,0,1,限本班,至台南應用科技大學上課,,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
85,80040,夜外校大學,資料庫系統與管理,,自由選修,,否,3,校際教師,,,30,0,1,限本班,至台南應用科技大學上課,,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
86,80039,夜外校大學,國語文教學實習,,自由選修,,否,2,校際教師,,,30,0,1,限本班,至成功大學上課,Chinese Teaching Practicum,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
87,80038,日外校大學,中國美術史,,自由選修,,否,2,校際教師,,,1,0,1,限本班,國立臺灣藝術大學,History of Chinese Art,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
88,80037,日外校碩士班,表達性治療研究,,自由選修,,否,3,校際教師,,,1,0,1,限本班,臺北市立大學,Seminar on Expressive Therapies,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
89,80036,日外校碩士班,諮商實務專題研究,,自由選修,,否,2,校際教師,,,20,0,1,限本班,國立臺灣師範大學,Special Topics on Counseling Practice,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
90,80035,日外校碩士班,認知與情緒,,自由選修,,否,3,校際教師,,,1,0,1,限本班,國立臺灣師範大學,Cognition and Emotion,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
91,80034,日外校碩士班,客體關係理論與實務,,自由選修,,否,3,校際教師,,,1,0,1,限本班,國立臺灣師範大學,Object Relations Theory and Practices,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
92,80033,日外校大學,國文,,自由選修,,否,2,校際教師,,,50,0,1,限本班,國立台中科技大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Chinese,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
93,80032,日外校大學,線性代數(二),,自由選修,,否,3,校際教師,,,50,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Linear Algebra(II),無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
94,80031,日外校大學,幸福入門－正向心理學,,自由選修,,否,2,校際教師,,,50,0,11,限本班,【ewant育網】跨校通識。認抵課程：心理與生活。105-109學年度入學:博雅一/110學年入學：跨學院通識(技職)/111學年入學：跨學院通識(科技),Introduction to well being-positive psychology,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
95,80030,日外校碩士班,人際歷程心理治療,,自由選修,,否,3,校際教師,,,1,0,1,限本班,國立臺灣師範大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Interpersonal Process in Psychotherapy,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
96,80029,日外校大學,智慧自動化工程概論,,自由選修,,否,2,校際教師,校外教室,(二) 02-03 校際選課,1,0,1,限本班,國立勤益科技大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Introduction of Intelligent Automation,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
97,80028,日外校大學,植物生理學實驗,,自由選修,,否,1,校際教師,,,50,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Plant Physiology Laboratory,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
98,80027,日外校大學,藝術社會學選讀,,自由選修,,否,3,校際教師,,,1,0,1,限本班,東海大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Selected Readings in Sociology of Art,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
99,80026,日外校大學,遺傳學,,自由選修,,否,3,校際教師,,,50,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Genetics,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
100,80025,日外校碩士班,系統晶片整合設計實驗,,自由選修,,否,3,校際教師,,,20,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Lab in System-on-Chip Integrated Design,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=111&yms_sms=2&emp_id=P000011
