序號,課程代碼,開課班別(代表),課程名稱,教學大綱Syllabus,課程性質,課程性質2,全英語授課,學分,教師姓名,上課大樓,上課節次+地點,上限人數,登記人數,選上人數,可跨班,備註,英文課程名稱,教學大綱狀態,教學大綱連結,教師個人頁
480,53016,電子二,機率與統計,,系選修,,否,3,陳棟洲,教學二館,(四) 02-04 34204,50,33,32,限本系,,Probability and Statistics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/53016_1EIEL0005530.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000977
481,53015,電子二,工程數學(二),,系必修,,否,3,洪萬鑄,教學二館,(三) 02-04 34204,50,1,45,限本班,,Engineering Mathematics II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/53015_1EIEL0005430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000785
482,53014,電子二,電子學(一),,系必修,,否,3,孫宗彣,教學二館,(二) 06-08 34304,50,1,46,限本班,,Electronics I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/53014_1EIEL0014630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001234
483,53013,電子二,近代物理,,系選修,,否,3,陳偉立,教學二館,(一) 05-07 34304,50,33,32,限本系,,Modern Physics,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000747
484,53012,國際電子三,電子技術(三),,系必修,,否,2,陳勛祥,工學院,(四) 01-04 EB214,50,17,17,限本班,,Electronic Technology III,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/53012_1EIEL0022820.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000783
485,53011,電子三,電子技術(三),,系必修,,否,2,陳勛祥,工學院,(三) 01-04 EB214,50,51,50,限本班,,Electronic Technology III,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/53011_1EIEL0022820.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000783
486,53010,電子二,電子技術(一),,系必修,,否,2,林得裕,工學院,(五) 05-08 EB214,50,12,12,限本班,此課程供國際專修部學生優先選課。Priority enrollment for students of the International Foundation Program.,Electronic Technology I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/53010_1EIEL0020320.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000717
487,53009,電子二,電子技術(一),,系必修,,否,2,林得裕,工學院,(五) 01-04 EB214,50,1,48,限本班,,Electronic Technology I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/53009_1EIEL0020320.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000717
488,53008,電子三,半導體元件（二）,,系選修,,否,3,吳正信,教學二館,(二) 06-08 34102,50,1,42,限本系,,Semiconductor Devices II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/53008_1EIEL0161230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000853
489,53007,國際電子三,電磁學(二),,系必修,,否,3,何明華,教學二館,(一) 07-08 34204 (二) 05 34204,50,18,18,限本班,,Electromagnetics II,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000670
490,53006,電子三,電磁學(二),,系必修,,否,3,何明華,教學二館,(一) 05 34204 (二) 03-04 34204,50,54,50,限本系,,Electromagnetics II,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000670
491,53005,電子三,電子學(三),,系必修,,否,3,陳勛祥,教學一館,(五) 06-08 33404,70,0,69,限本班,,Electronics III,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/53005_1EIEL0015030.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000783
492,53004,電子一,電子工程導論與專業倫理,,系必修,,否,1,柯宗憲何明華,教學一館,(四) 06 33404,110,84,84,限本班,,Introduction to Electronic Engineering and Professional Ethics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/53004_1EIEL0155510.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001053
493,53003,電子一,微積分(一),,系必修,,否,3,陳偉立,教學一館,(一) 03-04、08 33404,110,97,97,限本班,,Calculus I,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000747
494,53002,電子一,普通物理(一),,系必修,,否,3,柯宗憲,教學一館,(二) 02-04 33404,110,96,96,限本班,,General Physics I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/53002_1EIEL0010730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001053
495,53001,電子一,生命探索發展與實踐,,校必(通識),,否,2,柯宗憲,教學一館,(二) 08-09 33404,50,0,105,限本班,大二~大四生如要修習，以線上加簽方式,Life and Career Development and Practice,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/53001_0CCGE0177920.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001053
496,52055,電機夜碩一,光電工程學,,系選修,,否,3,張譽鐘,工學院,(五) 10-12 E702,50,0,25,限本系,,Principles of Electro-Optical Engineering,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000967
497,52054,電機碩博,切換式電源轉換器,,系選修,,否,3,陳良瑞,教學二館,(一) 05-07 34203,20,6,6,限本系,,Switching Mode Power Converters,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000909
498,52053,電機一,程式設計,,系必修,,否,3,阮昱霖,工學院,(一) 02-04 E504,50,53,50,限本班,,Program Design,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52053_1EIEE0017130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000994
499,52052,電機碩一,計算機網路,,系選修,,否,3,黃郁文,教學二館,(三) 02-04 34201,30,5,7,限本系,,Computer Network,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52052_1EIEE2135530.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001196
500,52051,電機博二,數位通訊,,系選修,,否,3,陳財榮,工學院,(二) 02-04 E703,20,0,0,限本班,,Digital Communications,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52051_1EIEE3146030.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=9901265
501,52049,電機夜碩二,論文,,系必修,,否,0,論文,,,40,0,18,限本系,,Thesis,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52049_1EIEEE002100.pdf,
502,52048,電機夜碩二,論文寫作(一),,系必修,,否,3,王朝興,工學院,(二) 10-12 E702,30,0,15,限本班,,Research Paper Writing(I),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52048_1EIEEE000430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000765
503,52046,電機夜碩一,切換式電源轉換器,,系選修,,否,3,陳冠炷,工學院,(一) 10-12 E702,60,0,26,限本系,,Switching Mode Power Converters,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52046_1EIEEE162430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001197
504,52045,電機夜碩一,電機教學與管理專題研究(一),,組必修,,否,1,黃駿賢羅鈞壎,工學院,(四) 12 E703,30,0,5,限本班,,Project of Implementation (I),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52045_1EIEEE149110.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001199
505,52044,電機夜碩一,電機工程專題研究(一),,組必修,,否,1,陳冠炷阮昱霖,工學院,(四) 12 E702,30,0,8,限本班,,Project Research of Electrical Engineering(I),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52044_1EIEEE148910.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001197
506,52043,電機夜碩一,書報討論(上),,系必修,,否,2,魏忠必,工學院,(四) 10-11 E702,30,0,12,限本班,,Seminar(I),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52043_1EIEEE000120.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000152
507,52042,電機碩博,可重組式晶片系統雛型設計與應用,,系選修,,否,3,黃駿賢,工學院,(三) 05-07 E504,20,13,14,限本系,,Reconfigurable System Prototype Design and Applications,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52042_1EIEE3162830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001199
508,52041,電機碩博,自動量測系統,,系選修,,否,3,魏忠必,工學院,(四) 05-07 工學院EB211,20,21,20,限本系,,Automatic Measurement System,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000152
509,52040,電機碩一,人工智慧,,系選修,,否,3,楊文然,教學二館,(三) 02-04 34203,20,14,15,限本系,,Artificial Intelligence,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52040_1EIEE3146330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000894
510,52039,電機碩一,射頻電路設計,,系選修,,否,3,羅鈞壎,教學二館,(二) 05-07 34101,20,2,3,限本系,,RF Circuit Design,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52039_1EIEE2005230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000827
511,52038,電機碩一,數位電源設計與應用,,系選修,,否,3,陳冠炷,教學二館,(二) 05-07 34203,20,17,20,限本系,,Design and Applications of Digital Power Supplies,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52038_1EIEE2161030.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001197
512,52037,電機碩一,科技英文寫作,,系選修,,否,3,楊文然,教學二館,(二) 02-04 34301,30,14,14,限本班,,Technical English Writing,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52037_1EIEE2002830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000894
513,52036,電機碩二,論文,,系必修,,否,0,論文,,,30,12,12,限本系,,Thesis,無,,
514,52035,電機碩二,論文指導(一),,系必修,,否,3,論文,,,30,16,16,限本班,,Thesis Supervision I,無,,
515,52034,電機碩二,專題研討(一),,系必修,,是,2,林昭志,工學院,(五) 05-06 E703,30,16,16,限本班,,Literature Study I,英文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52034_1EIEE2157920_EN.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001019
516,52033,電機碩一,書報討論(一),,系必修,,是,2,張譽鐘,工學院,(五) 05-06 E702,30,23,23,限本班,,Seminar I,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52033_1EIEE2158120.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000967
517,52032,電機博一,網路通訊協定與效能分析,,系選修,,否,3,鄧德雋,教學二館,(四) 06-08 34203,20,0,0,限本班,,Performance Evaluation of Network Protocols,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000888
518,52031,電機博二,論文,,系必修,,否,0,論文,,,50,1,1,限本系,,Thesis,無,,
519,52030,電機博二,論文指導(一),,系必修,,否,3,論文,,,20,1,1,限本班,,Thesis Supervision I,無,,
520,52029,電機博二,專題研討(上),,系必修,,否,2,阮昱霖,工學院,(四) 03-04 E702,20,1,1,限本班,,Literature Study I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52029_1EIEE1021420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000994
521,52028,電機博一,書報討論(上),,系必修,,否,2,魏忠必,工學院,(四) 02-03 E703,20,1,1,限本班,,Seminar I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52028_1EIEE1019920.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000152
522,52027,電機四,無線通訊,,系選修,,否,3,林昭志,工學院,(五) 02-04 E504,50,11,11,限本系,,Wireless Communications,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52027_1EIEE0139930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001019
523,52026,電機四,光電子學,,系選修,,否,3,陳金嘉,教學二館,(四) 02-04 34302,50,1,14,限本系,,Optoelectronics and Photonics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52026_1EIEE0152030.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=9901170
524,52025,電機四,數位電源系統,,系選修,,否,3,陳冠炷,教學二館,(三) 02-04 34303,50,13,13,限本系,,Digital Power System,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52025_1EIEE0161430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001197
525,52024,電機四,影像處理,,系選修,,否,3,陳雍宗,教學一館,(一) 02-04 教學一館33204,50,20,20,限本系,,Image Processing,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52024_1EIEE0154130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=9901297
526,52023,電機四,研發實作專題(二),,系必修,,否,2,黃駿賢王朝興魏忠必,工學院,(一) 09 E511 (三) 09 E511 (四) 09 E511 (五) 09 E511,50,11,11,限本班,,Special Topic for Research II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52023_1EIEE0011820.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001199
527,52022,電機四,產業實作專題(二),,系必修,,否,2,陳冠炷羅鈞壎阮昱霖陳良瑞,工學院,(一) 09 E703 (三) 09 E703 (四) 09 E703 (五) 09 E703,50,13,13,限本班,,Special Topic for Industry II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52022_1EIEE0011520.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001197
528,52021,電機四,系統實作專題(二),,系必修,,否,2,黃郁文張譽鐘林昭志,工學院,(一) 09 E702 (三) 09 E702 (四) 09 E702 (五) 09 E702,50,11,11,限本班,,Special Topic for Systems II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52021_1EIEE0011220.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001196
529,52020,電機三,深度學習,,系選修,,否,3,黃駿賢,工學院,(四) 02-04 E504,50,1,43,限本系,,Deep Learning,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52020_1EIEE0153730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001199
530,52019,電機三,電力電子學,,系選修,,否,3,阮昱霖,教學二館,(三) 05-07 34302,50,1,39,限本班,,Power Electronics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52019_1EIEE0012630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000994
531,52018,電機三,專題規劃與研究,,系必修,,否,1,王朝興,工學院,(二) 09 E702,50,1,40,限本班,,Planning and Research for Special Topic,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52018_1EIEE0157310.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000765
532,52017,電機三,軟硬體共同設計,,系選修,,否,3,黃駿賢,工學院,(二) 05-07 E504,50,46,46,限本系,,Hardware Software Codesign,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52017_1EIEE0160030.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001199
533,52016,電機三,通訊導論,,系選修,,否,3,黃郁文,教學二館,(二) 05-07 34301,50,5,5,限本系,,Introduction to Communication,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52016_1EIEE0013830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001196
534,52015,電機三,介面電路應用與開發,,系選修,,否,3,阮昱霖,工學院,(二) 02-04 E504,50,23,23,限本班,,Interface Circuit Applications and Development,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52015_1EIEE0160630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000994
535,52014,電機三,電機機械與技術,,系必修,,否,3,魏忠必,教學二館,(三) 02-04 34302,50,1,48,限本班,,Electric Machinery and Technology,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52014_1EIEE0156830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000152
536,52013,電機三,電磁學(二),,系必修,,否,3,羅鈞壎,教學二館,(四) 05-07 34301,50,1,46,限本班,,Electromagnetics II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52013_1EIEE0004830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000827
537,52012,電機三,控制系統,,系必修,,否,3,鍾翼能,教學二館,(一) 06-08 34303,50,1,48,限本班,,Control System,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52012_1EIEE0012030.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=9900354
538,52011,電機二,近代物理,,系選修,,否,3,張譽鐘,教學二館,(五) 02-04 34302,50,52,50,限本系,,Modern Physics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52011_1EIEE0004330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000967
539,52010,電機二,邏輯設計與技術,,系必修,,否,3,王朝興,教學二館,(四) 02-04 34301,50,48,48,限本班,,Logic Design and Technology,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52010_1EIEE0156730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000765
540,52009,電機二,工程數學(二),,系必修,,否,3,羅鈞壎,教學二館,(三) 05-07 34204,50,48,48,限本班,,Engineering Mathematics II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52009_1EIEE0003330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000827
541,52008,電機二,電路學(二),,系必修,,否,3,王朝興,教學二館,(三) 02-04 34301,50,48,48,限本班,,Circuit Theory II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52008_1EIEE0007130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000765
542,52007,電機二,電子技術(一),,系必修,,否,2,林昭志,工學院,(二) 05-08 EB214,50,47,47,限本班,,Electronic Technology I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52007_1EIEE0010120.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001019
543,52006,電機二,電子學(一),,系必修,,否,3,陳冠炷,教學二館,(一) 02-04 34301,50,47,47,限本班,,Electronics I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52006_1EIEE0006830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001197
544,52005,電機一,普通物理,,系必修,,否,3,張譽鐘,教學二館,(四) 05-07 34303,50,53,50,限本班,,General Physics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52005_1EIEE0153430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000967
545,52004,電機一,計算機概論,,系必修,,否,3,楊文然,教學二館,(三) 05-07 34301,50,53,50,限本班,,Introduction to Computer Science,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52004_1EIEE0016930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000894
546,52003,電機一,微積分(一),,系必修,,否,3,黃郁文,教學二館,(一) 05-07 34301,50,53,50,限本班,,Calculus I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52003_1EIEE0003830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001196
547,52001,電機一,生命探索發展與實踐,,校必(通識),,否,2,王可文,教學二館,(三) 03-04 34102,50,0,60,限本班,大二~大四生如要修習，以線上加簽方式,Life and Career Development and Practice,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/52001_0CCGE0177920.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000923
548,51038,機電夜碩二,論文,,系必修,,否,0,論文,,,60,0,4,限本系,註冊未修課(延畢生)及本學期要提論文口試者必選,Thesis,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/51038_1EIMEE023100.pdf,
549,51037,機電夜碩二,研究專題(二),,系必修,,否,2,沈志雄謝秉澂林俊佑陳淑容曾立維王可文,工學院,(六) 10-11 E205,50,0,14,限本系,,Project of Research II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/51037_1EIMEE163620.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000742
550,51036,機電夜碩一,書報討論(一),,系必修,,否,2,林俊佑謝秉澂周咏蒨徐啟華曾立維沈志雄王可文,工學院,(二) 10-11 E205,54,0,16,限本系,,Seminar I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/51036_1EIMEE019220.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000856
551,51035,機電夜碩一,半導體產業與技術,,系選修,,否,3,賴永齡,工學院,(五) 10-12 E205,54,0,29,限本系,,Semiconductor Industry and Technology,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000687
552,51034,機電夜碩一,機電產品可靠度工程分析,,系選修,,否,3,鍾官榮,工學院,(一) 10-12 E205,54,0,28,限本系,,Reliability analysis for mechatronics products,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/51034_1EIMEE157830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000903
553,51033,機電博二,論文,,系必修,,否,0,論文,,,60,2,2,限本系,註冊未修課(延畢生)及本學期要提論文口試者必選,Thesis,無,,
554,51032,機電碩二,論文,,系必修,,否,0,論文,,,70,0,7,限本系,註冊未修課(延畢生)及本學期要提論文口試者必選,Thesis,無,,
555,51031,機電碩博,論文指導(一),,系必修,,否,3,論文,,,60,5,19,限本系,,Thesis Supervision I,無,,
556,51030,機電碩博,書報討論(一),,系必修,,否,1,林義成,工學院,(四) 06-07 EB226,36,14,14,限本系,,Seminar I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/51030_1EIME3146510.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000414
557,51029,機電碩博,精密機械,,系選修,,否,3,曾立維,教學一館,(四) 02-04 33402教室,60,14,20,限本系,,Precision Machinery,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/51029_1EIME3159630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001102
558,51028,機電碩博,機械振動學,,系選修,,否,3,曾立維,教學一館,(三) 02-04 33401教室,60,11,11,限本系,,Mechanical Vibration,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/51028_1EIME3154330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001102
559,51027,機電碩博,半導體製程,,系選修,,否,3,王可文,教學二館,(二) 06-08 34302,70,14,16,限本系,,Semiconductor Processes,英文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/51027_1EIME3152730_EN.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000923
560,51026,機電碩博,C#程式設計,,系選修,,否,3,周咏蒨,工學院,(二) 02-04 E205,54,13,13,限本系,,C# Programming,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/51026_1EIME3166730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001217
