學年度,學期,分類,學制,cluster標籤,課程名稱,英文課程名稱,開課班別(代表),科系,學院,學分,教師姓名,星期,起始節次,地點,飽和度,中籤率,全英,Cluster,教學大綱連結
112,1,專業課程,學士班,一般課程,臺灣語言教育,Language Education in Taiwan,公育四,公共事務與公民教育學系,社會科學暨體育學院,2,黃建銘,4,7,公研C,0.5,1.277777778,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78038_1SPPC0152220.pdf
112,1,專業課程,學士班,熱門課程,政治經濟學,Political Economy,公育四,公共事務與公民教育學系,社會科學暨體育學院,2,劉兆隆,2,5,T304,0.64,1.375,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78037_1SPPC0030420.pdf
112,1,專業課程,學士班,熱門課程,地方派系與地方選舉,Local Faction &Local Election,公育三,公共事務與公民教育學系,社會科學暨體育學院,2,林彣瑾,5,3,T204,0.18,2,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78036_1SPPC0135720.pdf
112,1,專業課程,學士班,一般課程,行政法(一),Administrative Law(1),公育三,公共事務與公民教育學系,社會科學暨體育學院,2,魏培軒,4,7,T101,0.58,1.965517241,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78035_1SPPC0141020.pdf
112,1,專業課程,學士班,熱門課程,公民科教材教法,Teaching Material and Method of Civic Courses,公育三,公共事務與公民教育學系,社會科學暨體育學院,2,鄭依萍,4,5,公研C,0.25,1.888888889,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78034_1SPPC0141220.pdf
112,1,專業課程,學士班,熱門課程,多元文化通論,An Introduction to Multiculturalism & Multicultural Education,公育三,公共事務與公民教育學系,社會科學暨體育學院,2,洪翠娥,4,3,T204,0.46,1.565217391,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78033_1SPPC0132520.pdf
112,1,專業課程,學士班,一般課程,政治社會學,Political Sociology,公育三,公共事務與公民教育學系,社會科學暨體育學院,2,劉兆隆,3,7,公研C,0.611111111,1.090909091,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78032_1SPPC0132020.pdf
112,1,專業課程,學士班,熱門課程,個體經濟學,Microeconomics,公育三,公共事務與公民教育學系,社會科學暨體育學院,2,張嘉仁,3,5,公研C,0.666666667,1.333333333,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78031_1SPPC0133420.pdf
112,1,專業課程,學士班,熱門課程,民主政治,The politics of democracy,公育三,公共事務與公民教育學系,社會科學暨體育學院,2,李其澤,3,3,T204,0.54,1.074074074,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78030_1SPPC0130820.pdf
112,1,專業課程,學士班,一般課程,性別社會學,Gender and sociology,公育三,公共事務與公民教育學系,社會科學暨體育學院,2,鄭依萍,2,7,公研C,0.5,1.666666667,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78029_1SPPC0157320.pdf
112,1,專業課程,學士班,熱門課程,民法(三),Civil Law(III),公育三,公共事務與公民教育學系,社會科學暨體育學院,2,林玫君,2,5,T204,0.52,1.038461538,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78028_1SPPC0159920.pdf
112,1,專業課程,學士班,熱門課程,地方政府與政治,Local Government and Politics,公育三,公共事務與公民教育學系,社會科學暨體育學院,2,李長晏,2,3,公研C,0.777777778,1.214285714,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78027_1SPPC0139420.pdf
112,1,專業課程,學士班,一般課程,刑法(一),Criminal Law(I),公育三,公共事務與公民教育學系,社會科學暨體育學院,2,施清火,1,7,T104,0.62,1.935483871,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78026_1SPPC0131120.pdf
112,1,專業課程,學士班,熱門課程,應用倫理學,Applied  Ethics,公育三,公共事務與公民教育學系,社會科學暨體育學院,2,洪翠娥,1,5,T204,0.54,1.481481481,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78025_1SPPC0132620.pdf
112,1,專業課程,學士班,熱門課程,智慧財產權法,Laws of Intellectual Property Rights,公育三,公共事務與公民教育學系,社會科學暨體育學院,2,許舜喨,5,1,T204,0.76,0.789473684,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78024_1SPPC0133620.pdf
112,1,專業課程,學士班,熱門課程,童軍團實務,Practices of Scout Troops,公育二,公共事務與公民教育學系,社會科學暨體育學院,2,劉恬妏,6,1,T101,0.08,3,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78023_1SPPC0151420.pdf
112,1,專業課程,學士班,一般課程,租稅法,Tax Law,公育二,公共事務與公民教育學系,社會科學暨體育學院,2,張嘉仁,3,7,T304,0.3,1.066666667,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78022_1SPPC0152820.pdf
112,1,專業課程,學士班,熱門課程,教育法規,Education Law,公育二,公共事務與公民教育學系,社會科學暨體育學院,2,魏培軒,4,5,T204,0.52,1.653846154,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78021_1SPPC0157020.pdf
112,1,專業課程,學士班,系上必修,社會領域課程概論,Introduction to Social Studies Curriculum,公育二,公共事務與公民教育學系,社會科學暨體育學院,2,鄭依萍,3,7,T204,0.02,23,0,4,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78020_1SPPC0157420.pdf
112,1,專業課程,學士班,熱門課程,社會科學研究法,Social Science research methods,公育二,公共事務與公民教育學系,社會科學暨體育學院,2,鄭依萍,3,5,T204,0.66,1.242424242,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78019_1SPPC0157220.pdf
112,1,專業課程,學士班,熱門課程,公共政策(一),Public Policy (I),公育二,公共事務與公民教育學系,社會科學暨體育學院,2,黃建銘,3,3,公研C,0.611111111,1.136363636,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78018_1SPPC0030620.pdf
112,1,專業課程,學士班,一般課程,民法(一),Civil Law(I),公育二,公共事務與公民教育學系,社會科學暨體育學院,2,林玫君,2,7,T204,0.66,1.303030303,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78017_1SPPC0030320.pdf
112,1,專業課程,學士班,熱門課程,全球治理,Global Governance,公育二,公共事務與公民教育學系,社會科學暨體育學院,2,李其澤,2,5,公研C,0.527777778,1.105263158,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78016_1SPPC0001620.pdf
112,1,專業課程,學士班,一般課程,科技與公民素養,technology and civic literacy,公育二,公共事務與公民教育學系,社會科學暨體育學院,2,鄭依萍,1,7,公研C,0.277777778,1.6,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78015_1SPPC0160920.pdf
112,1,專業課程,學士班,一般課程,人力資源管理,Human Resource Management,公育二,公共事務與公民教育學系,社會科學暨體育學院,2,黃建銘,1,5,公研C,0.666666667,1.166666667,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78014_1SPPC0151620.pdf
112,1,專業課程,學士班,一般課程,臺灣地理,Geography of Taiwan,公育一,公共事務與公民教育學系,社會科學暨體育學院,2,郭基賢,4,9,T204,0.16,6.375,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78013_1SPPC0146720.pdf
112,1,專業課程,學士班,一般課程,地理資訊系統,Geographical Information System,公育一,公共事務與公民教育學系,社會科學暨體育學院,2,郭基賢,4,7,電二教室,0.12,3.5,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78012_1SPPC0142420.pdf
112,1,專業課程,學士班,熱門課程,經濟學(一),Economics I,公育一,公共事務與公民教育學系,社會科學暨體育學院,2,張嘉仁,4,5,T304,0.74,1.189189189,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78011_1SPPC0000220.pdf
112,1,專業課程,學士班,熱門課程,社會學(一),Sociology(I),公育一,公共事務與公民教育學系,社會科學暨體育學院,2,鄭依萍,4,3,T304,0.76,1.236842105,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78010_1SPPC0001420.pdf
112,1,專業課程,學士班,熱門課程,史學導論,History Introduction,公育一,公共事務與公民教育學系,社會科學暨體育學院,2,李華彥,4,1,T304,0.18,2.777777778,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78009_1SPPC0141520.pdf
112,1,專業課程,學士班,一般課程,家政教育概論,Introduction of Home Economics Education,公育一,公共事務與公民教育學系,社會科學暨體育學院,2,陳美娟,3,10,T204,0.1,2.8,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78008_1SPPC0157620.pdf
112,1,專業課程,學士班,熱門課程,政治學(一),Politics I,公育一,公共事務與公民教育學系,社會科學暨體育學院,2,劉兆隆,3,5,T304,0.76,1.210526316,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78007_1SPPC0000820.pdf
112,1,專業課程,學士班,一般課程,中華民國憲法(一),The Constitution of R.O.C-Session I,公育一,公共事務與公民教育學系,社會科學暨體育學院,2,魏培軒,2,7,T101,0.76,1.421052632,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78006_1SPPC0000620.pdf
112,1,專業課程,學士班,熱門課程,臺灣史,The History of Taiwan,公育一,公共事務與公民教育學系,社會科學暨體育學院,2,李宗信,2,1,T304,0.28,1.5,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78005_1SPPC0146620.pdf
112,1,專業課程,學士班,一般課程,兩岸關係,Cross-Strait Relations,公育一,公共事務與公民教育學系,社會科學暨體育學院,2,李其澤,1,7,T304,0.76,1.078947368,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78004_1SPPC0030520.pdf
112,1,專業課程,學士班,熱門課程,行政學(一),Public Administration I,公育一,公共事務與公民教育學系,社會科學暨體育學院,2,黃建銘,1,3,T001,0.76,1.289473684,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78003_1SPPC0001020.pdf
112,1,專業課程,學士班,專題/論文,公民教育(一),Civic Education-Session I,公育一,公共事務與公民教育學系,社會科學暨體育學院,2,劉雅倫,1,1,T105,0.76,1.657894737,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78002_1SPPC0001220.pdf
112,1,專業課程,學士班,熱門課程,生命探索發展與實踐,Enlightening and Practicing of Careerlife,公育一,公共事務與公民教育學系,社會科學暨體育學院,2,林玫君,3,3,T304,0,1,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/78001_0CCGE0177920.pdf
112,1,專業課程,碩博士班,專題/論文,論文,Thesis,運健碩二,運動健康研究所,社會科學暨體育學院,0,論文,0,0,,0.2,3.25,0,1,
112,1,專業課程,碩博士班,專題/論文,論文指導(一),Thesis Supervision I,運健碩二,運動健康研究所,社會科學暨體育學院,3,論文,0,0,,0.3,1.833333333,0,1,
112,1,專業課程,碩博士班,一般課程,運動健康專題討論,Seminar on Sports and Health,運健碩二,運動健康研究所,社會科學暨體育學院,1,陳美華王信民曾文培楊亮梅張家昌,5,9,體育教室二,0.4,1.375,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/77007_1SPSH2113310.pdf
112,1,專業課程,碩博士班,一般課程,運動健康專題討論,Seminar on Sports and Health,運健碩一,運動健康研究所,社會科學暨體育學院,1,陳美華王信民曾文培楊亮梅張家昌,5,8,體育教室二,0.4,1.25,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/77006_1SPSH2113310.pdf
112,1,專業課程,碩博士班,一般課程,運動人格心理學專題研究,Sport Personality Psychology,運健碩一,運動健康研究所,社會科學暨體育學院,3,陳美華,5,5,體育教室四,0.25,1.2,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/77005_1SPSH2103630.pdf
112,1,專業課程,碩博士班,熱門課程,運動傷害專題研究,Special topic on Sports Injury,運健碩一,運動健康研究所,社會科學暨體育學院,3,王信民,5,2,體育教室二,0.4,1.5,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/77004_1SPSH2103830.pdf
112,1,專業課程,碩博士班,一般課程,身體活動與運動環境專題研究,Special topic on Physical Activity and Sports Environment,運健碩一,運動健康研究所,社會科學暨體育學院,3,楊亮梅,4,5,體育教室二,0.35,1.142857143,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/77003_1SPSH2002330.pdf
112,1,專業課程,碩博士班,熱門課程,運動與健康研究法,Research Methods of Physical Activity and Health,運健碩一,運動健康研究所,社會科學暨體育學院,3,陳珍德,3,2,體育教室四,0.4,0.875,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/77002_1SPSH2002130.pdf
112,1,專業課程,學士班,熱門課程,運動訓練理論與實務,Sports Training,運二,運動學系,社會科學暨體育學院,3,江勁彥,3,0,03-04、14 體育教室一,0.0375,11.33333333,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71064_1SPPE0116330.pdf
112,1,專業課程,學士班,一般課程,運動防護實習(一),Practice in Athletic Training I,運四,運動學系,社會科學暨體育學院,1,王信民陳怡汶,5,10,體育教室四,0.175,1.142857143,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71063_1SPPE0141210.pdf
112,1,專業課程,學士班,熱門課程,體育測驗與評量,Measurement and Evaluation in Physical Education,運四,運動學系,社會科學暨體育學院,3,陳珍德,4,5,體育教室四,0.5375,1.11627907,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71062_1SPPE0122230.pdf
112,1,專業課程,學士班,熱門課程,運動專長訓練,Specific Sports Training,運四,運動學系,社會科學暨體育學院,1,邱金治劉元凱,3,5,體育教室三,0.6375,1.019607843,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71061_1SPPE0006610.pdf
112,1,專業課程,學士班,熱門課程,運動行銷,Sport Marketing,運四,運動學系,社會科學暨體育學院,3,楊亮梅,2,6,體育教室四,0.175,1.071428571,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71060_1SPPE0117630.pdf
112,1,專業課程,學士班,熱門課程,體育科教學實習,Teaching Practice of Physical Education,運四,運動學系,社會科學暨體育學院,2,蘇泰源,1,3,體育教室四,0.475,1.289473684,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71059_1SPPE0140820.pdf
112,1,專業課程,學士班,熱門課程,運動傷害與急救,Sports Injury and First Aid,運三,運動學系,社會科學暨體育學院,3,王信民,5,5,體育教室三,0.4125,1.090909091,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71057_1SPPE0115630.pdf
112,1,專業課程,學士班,熱門課程,足球(一),Soccer I,運三,運動學系,社會科學暨體育學院,1,許志祥,5,3,體育教室三,0.4875,1.333333333,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71056_1SPPE0012410.pdf
112,1,專業課程,學士班,熱門課程,運動處方,Exercise Prescription,運三,運動學系,社會科學暨體育學院,3,蔡忠昌,4,6,體育教室三,0.45,1.25,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71055_1SPPE0140330.pdf
112,1,專業課程,學士班,全英專業,運動防護器材實務,Equipment Application of Sports Injury,運三,運動學系,社會科學暨體育學院,3,陳怡汶,4,2,體育教室三,0.125,1.1,1,3,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71054_1SPPE0142630.pdf
112,1,專業課程,學士班,熱門課程,運動專長訓練,Specific Sports Training,運三,運動學系,社會科學暨體育學院,1,劉羿德張家昌,3,7,體育教室三,0.65,1.038461538,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71053_1SPPE0006610.pdf
112,1,專業課程,學士班,熱門課程,重量訓練,Weight Training,運三,運動學系,社會科學暨體育學院,3,游晴惠,1,5,體育教室三,0.5625,1,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71052_1SPPE0116230.pdf
112,1,專業課程,學士班,系上必修,籃球(一),Basketball I,運二,運動學系,社會科學暨體育學院,1,葉懷喃,5,7,綜合球場-籃球,0.0125,42,0,4,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71051_1SPPE0012110.pdf
112,1,專業課程,學士班,系上必修,運動專長訓練,Specific Sports Training,運二,運動學系,社會科學暨體育學院,1,江勁彥王信民,3,9,體育教室二,0.025,25,0,4,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71050_1SPPE0006610.pdf
112,1,專業課程,學士班,熱門課程,武術(一),Chinese Martial Arts I,運二,運動學系,社會科學暨體育學院,1,游晴惠,2,5,綜合球場-籃球,0.05,15,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71049_1SPPE0002710.pdf
112,1,專業課程,學士班,熱門課程,籃球(一),Basketball I,運一,運動學系,社會科學暨體育學院,1,葉懷喃,5,5,綜合球場-籃球,0.6375,1.274509804,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71048_1SPPE0012110.pdf
112,1,專業課程,學士班,一般課程,民族武功基本訓練,Foundational Training of Kung-Fu,運一,運動學系,社會科學暨體育學院,2,游晴惠,4,9,綜合球場-籃球,0.0625,1.8,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71047_1SPPE0145120.pdf
112,1,專業課程,學士班,一般課程,運動專長訓練,Specific Sports Training,運一,運動學系,社會科學暨體育學院,1,蘇泰源陳怡汶,3,11,體育教室一,0.6625,1.094339623,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71046_1SPPE0006610.pdf
112,1,專業課程,學士班,一般課程,運動傷害評估學,The Evaluation of Sports Injury,運三,運動學系,社會科學暨體育學院,3,王信民,2,7,體育教室三,0.3625,1.034482759,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71043_1SPPE0142430.pdf
112,1,專業課程,學士班,熱門課程,營養教育,Nutrition Education,運三,運動學系,社會科學暨體育學院,3,曾文培,3,2,體育教室三,0.425,1.088235294,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71042_1SPPE0119330.pdf
112,1,專業課程,學士班,熱門課程,運動生物力學,Sport Biomechanics,運三,運動學系,社會科學暨體育學院,3,陳帝佑,2,0,05-06、14 體育教室三,0.8375,1.089552239,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71041_1SPPE0115330.pdf
112,1,專業課程,學士班,熱門課程,健康心理學,The Psychology of Health,運三,運動學系,社會科學暨體育學院,3,林俊媛吳育欣,2,2,體育教室三,0.4625,1.027027027,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71040_1SPPE0119430.pdf
112,1,專業課程,學士班,熱門課程,運動按摩學,Sports Massage,運三,運動學系,社會科學暨體育學院,2,王信民,1,3,體育教室三,0.35,1.142857143,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71039_1SPPE0141420.pdf
112,1,專業課程,學士班,一般課程,跆拳道(一),Taexwondo I,運二,運動學系,社會科學暨體育學院,1,蘇泰源,5,9,技擊室,0.0375,13.66666667,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71038_1SPPE0011210.pdf
112,1,專業課程,學士班,熱門課程,游泳(三),Swimming III,運二,運動學系,社會科學暨體育學院,1,林璇,4,5,本校游泳館,0.4,0.85,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71037_1SPPE0012310.pdf
112,1,專業課程,學士班,熱門課程,桌球(一),Table Tennis I,運二,運動學系,社會科學暨體育學院,1,劉羿德,4,7,桌球教室,0.0375,16.33333333,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71036_1SPPE0013010.pdf
112,1,專業課程,學士班,熱門課程,體育行政與運動管理,Administration of Physical Education and Sport Management,運二,運動學系,社會科學暨體育學院,3,張家昌,4,2,體育教室二,0.0875,7.571428571,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71035_1SPPE0114930.pdf
112,1,專業課程,學士班,系上必修,田徑(三),Track and Field III,運二,運動學系,社會科學暨體育學院,1,劉元凱,3,1,田徑場,0.0125,35,0,4,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71034_1SPPE0010810.pdf
112,1,專業課程,學士班,系上必修,羽球(一),Badminton I,運二,運動學系,社會科學暨體育學院,1,張家昌,2,7,羽球場,0.025,25,0,4,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71033_1SPPE0010610.pdf
112,1,專業課程,學士班,熱門課程,運動心理學,Sports Psychology,運二,運動學系,社會科學暨體育學院,3,陳美華,2,2,體育教室二,0.0375,18.66666667,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71032_1SPPE0115130.pdf
112,1,專業課程,學士班,一般課程,排球(一),Volleyball I,運二,運動學系,社會科學暨體育學院,1,邱金治,1,7,綜合球場-排球,0.0375,16,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71031_1SPPE0012610.pdf
112,1,專業課程,學士班,熱門課程,舞蹈(一),Dancing I,運二,運動學系,社會科學暨體育學院,1,鍾孟玲,1,3,韻律教室,0.0375,17.33333333,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71029_1SPPE0013110.pdf
112,1,專業課程,學士班,熱門課程,棒壘球(一),Baseball and Softball I,運二,運動學系,社會科學暨體育學院,1,陳威成,1,1,棒壘場,0.0625,10.6,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71028_1SPPE0012810.pdf
112,1,專業課程,學士班,熱門課程,解剖生理學,Human Anatomy and Physiology,運一,運動學系,社會科學暨體育學院,3,蔡忠昌,5,2,體育教室一,0.675,1.462962963,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71027_1SPPE0114730.pdf
112,1,專業課程,學士班,熱門課程,游泳(一),Swimming I,運一,運動學系,社會科學暨體育學院,1,林璇,4,7,本校游泳館,0.65,1.134615385,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71026_1SPPE0011410.pdf
112,1,專業課程,學士班,熱門課程,國際禮儀,International  Etiquette,運一,運動學系,社會科學暨體育學院,3,林彣瑾,4,0,03-04、14 體育教室一,0.4125,1.575757576,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71025_1SPPE0140030.pdf
112,1,專業課程,學士班,熱門課程,田徑(一),Track and Field I,運一,運動學系,社會科學暨體育學院,1,劉元凱,3,3,田徑場,0.675,1.12962963,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71024_1SPPE0011110.pdf
112,1,專業課程,學士班,熱門課程,網球(一),Tennis I,運一,運動學系,社會科學暨體育學院,1,江勁彥,2,7,網球場,0.65,1.173076923,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71023_1SPPE0011610.pdf
112,1,專業課程,學士班,一般課程,運動健康導論,Introduction to Sports and Health,運一,運動學系,社會科學暨體育學院,2,陳怡汶,2,9,體育教室四,0.3,1.833333333,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71022_1SPPE0141520.pdf
112,1,專業課程,學士班,熱門課程,健康與體育學習領域概論,Introduction to Health and Physical Education,運一,運動學系,社會科學暨體育學院,3,劉羿德,1,0,05-06、14 體育教室一,0.575,1.456521739,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71021_1SPPE0132630.pdf
112,1,專業課程,學士班,熱門課程,運動員生涯規劃,Career planning for athletes,運一,運動學系,社會科學暨體育學院,3,陳珍德,1,2,體育教室一,0.5375,1.255813953,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71019_1SPPE0138230.pdf
112,1,專業課程,碩博士班,專題/論文,論文,Thesis,運動與健康休閒夜碩二,運動學系,社會科學暨體育學院,0,論文,0,0,,0,1,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71018_1SPPEE136200.pdf
112,1,專業課程,碩博士班,一般課程,運動管理理論與實務研究,Field experiences of sport management,運動與健康休閒夜碩二,運動學系,社會科學暨體育學院,3,張家昌,5,11,體育教室一,0,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71017_1SPPEE134230.pdf
112,1,專業課程,碩博士班,一般課程,運動技術專題研究,Special Topics in Sport Technique,運動與健康休閒夜碩二,運動學系,社會科學暨體育學院,3,陳帝佑,4,11,體育教室一,0,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71016_1SPPEE138830.pdf
112,1,專業課程,碩博士班,一般課程,運動傷害專題研究,Special topics on Sports Injury,運動與健康休閒夜碩二,運動學系,社會科學暨體育學院,3,王信民,1,11,體育教室一,0,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71015_1SPPEE140530.pdf
112,1,專業課程,碩博士班,一般課程,運動與健康休閒時事議題研究,"Current global issues of sports ,health and leisure",運動與健康休閒夜碩一,運動學系,社會科學暨體育學院,3,楊忠和,4,11,體育教室二,0,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71014_1SPPEE134030.pdf
112,1,專業課程,碩博士班,一般課程,運動訓練實務研究,Advanced Study of  Sports Training Practicum,運動與健康休閒夜碩一,運動學系,社會科學暨體育學院,3,江勁彥,3,11,體育教室二,0,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71013_1SPPEE139530.pdf
112,1,專業課程,碩博士班,一般課程,運動統計資料分析,Statistics and Data Analysis in Sports,運動與健康休閒夜碩一,運動學系,社會科學暨體育學院,3,陳怡汶,2,11,體育教室二,0,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71012_1SPPEE138730.pdf
112,1,專業課程,碩博士班,專題/論文,論文,Thesis,運碩二,運動學系,社會科學暨體育學院,0,論文,0,0,,0.5,1.8,0,1,
112,1,專業課程,碩博士班,專題/論文,論文指導(一),Thesis Supervision I,運碩二,運動學系,社會科學暨體育學院,3,論文,0,0,,0.35,1.428571429,0,1,
