學年度,學期,分類,學制,cluster標籤,課程名稱,英文課程名稱,開課班別(代表),科系,學院,學分,教師姓名,星期,起始節次,地點,飽和度,中籤率,全英,Cluster,教學大綱連結
112,1,專業課程,碩博士班,一般課程,應用運動科學專題討論,Seminar on applied sports science,運碩二,運動學系,社會科學暨體育學院,1,陳帝佑陳怡汶蔡忠昌江勁彥陳珍德,5,9,體育教室一,0.45,1.222222222,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71009_1SPAS2114810.pdf
112,1,專業課程,碩博士班,一般課程,應用運動科學專題討論,Seminar on applied sports science,運碩一,運動學系,社會科學暨體育學院,1,陳帝佑陳怡汶蔡忠昌江勁彥陳珍德,5,8,體育教室一,0.45,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71007_1SPAS2114810.pdf
112,1,專業課程,碩博士班,熱門課程,運動教練與選手養成專題研究,Special Topics on Coaching and Athlete Development,運碩一,運動學系,社會科學暨體育學院,3,江勁彥,4,2,體育教室四,0.6,1.333333333,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71006_1SPPE2136330.pdf
112,1,專業課程,碩博士班,一般課程,質性研究,Qualitative Research,運碩一,運動學系,社會科學暨體育學院,3,陳珍德,3,6,體育教室一,0.1,2,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71005_1SPAS2105330.pdf
112,1,專業課程,碩博士班,一般課程,應用運動藥物專題研究,Special topics in applied sports drugs,運碩一,運動學系,社會科學暨體育學院,3,曾文培,3,5,體育教室四,0.3,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71004_1SPPE2136930.pdf
112,1,專業課程,碩博士班,全英專業,運動科學研究法,Research method in Sports science,運碩一,運動學系,社會科學暨體育學院,3,陳怡汶,3,2,體育教室二,0.45,1.111111111,1,3,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71003_1SPAS2001330.pdf
112,1,專業課程,碩博士班,專題/論文,體育行政專題研究,Seminar in Administration of Physical Education,運碩一,運動學系,社會科學暨體育學院,3,張家昌,2,2,體育教室四,0.25,1.8,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71002_1SPAS2003830.pdf
112,1,專業課程,學士班,熱門課程,生命探索發展與實踐,Enlightening and Practicing of Careerlife,運一,運動學系,社會科學暨體育學院,2,陳怡汶江勁彥,4,5,A301,0,1,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/71001_0CCGE0177920.pdf
112,1,專業課程,碩博士班,一般課程,金融素養專題,Financial Literacy Topics,財金碩一,財務金融技術學系,管理學院,3,林美純,2,10,34101,0,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67083_1MABE2182530.pdf
112,1,專業課程,碩博士班,專題/論文,論文指導,Thesis Supervision,財金行管夜碩三,財務金融技術學系,管理學院,4,論文,0,0,,0,1,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67082_0MABEE181840.pdf
112,1,專業課程,碩博士班,專題/論文,論文,Thesis,財金行管夜碩三,財務金融技術學系,管理學院,0,論文,0,0,,0,1,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67081_1MABEE010300.pdf
112,1,專業課程,碩博士班,一般課程,投資管理專題研究,Research Topics in Investment Management,財金博二,財務金融技術學系,管理學院,3,王信文,2,6,33201,0.15,0.666666667,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67080_1MABE1186230.pdf
112,1,專業課程,碩博士班,熱門課程,行銷策略專題研究,Marketing Strategy Research,財金博一,財務金融技術學系,管理學院,3,葉凱莉,4,2,32205,0.15,1.333333333,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67079_1MABE1184330.pdf
112,1,專業課程,碩博士班,熱門課程,管理專題研討(二),Seminar on Management Topics (II),財金博一,財務金融技術學系,管理學院,3,黃憲彰,6,0,32205,0.15,2.333333333,0,0,
112,1,專業課程,碩博士班,一般課程,計量經濟學專題研究,Special Topics in Econometrics,財金博一,財務金融技術學系,管理學院,3,張元,4,5,32410-二館,0.1,2.5,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67077_1MABE1179430.pdf
112,1,專業課程,碩博士班,專題/論文,論文,Thesis,財金博二,財務金融技術學系,管理學院,0,論文,0,0,,0.2,3.9,0,1,
112,1,專業課程,碩博士班,專題/論文,論文指導(一),Thesis Supervision I,財金博二,財務金融技術學系,管理學院,3,論文,0,0,,0.02,7,0,1,
112,1,專業課程,碩博士班,專題/論文,論文,Thesis,財金碩二,財務金融技術學系,管理學院,0,論文,0,0,,0.24,2.916666667,0,1,
112,1,專業課程,碩博士班,專題/論文,論文指導(一),Thesis Supervision I,財金碩二,財務金融技術學系,管理學院,3,論文,0,0,,0.24,2.666666667,0,1,
112,1,專業課程,碩博士班,一般課程,美學經濟與創意產業專題,Special Topics on Aesthetic Economy and Creative Industries,財金博二,財務金融技術學系,管理學院,3,吳佩芬,5,5,32210,0.15,2,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67072_1MABE1186430.pdf
112,1,專業課程,碩博士班,熱門課程,大數據行銷專題研究,Big Data Marketing Research,財金博二,財務金融技術學系,管理學院,3,王怡舜,3,2,32311,0,1,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67071_1MABE1185930.pdf
112,1,專業課程,碩博士班,一般課程,高等風險管理專題研討,Seminar on Advanced Risk Research,財金博二,財務金融技術學系,管理學院,3,鄭國枝,4,8,33301教室,0.05,8,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67070_1MABE1185130.pdf
112,1,專業課程,碩博士班,一般課程,商業溝通專題研究,Studies in Principles and Practice of Business Communication,財金博四,財務金融技術學系,管理學院,3,温玲玉,1,10,32606,0.15,0.666666667,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67069_1MABE1018030.pdf
112,1,專業課程,碩博士班,一般課程,證券投資分析專題研究,Topics on Securities Analysis,財金博二,財務金融技術學系,管理學院,3,吳明政,4,5,32606,0.15,4.666666667,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67068_1MABE1172930.pdf
112,1,專業課程,碩博士班,一般課程,財務管理專題研究,Topics on Financial Management,財金博二,財務金融技術學系,管理學院,3,陳美華,1,10,32605,0.05,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67067_1MABE1143730.pdf
112,1,專業課程,碩博士班,一般課程,不動產金融專題研究,Seminar in Real Estate Finance,財金博一,財務金融技術學系,管理學院,3,謝企榮,4,8,32606,0.2,2.5,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67066_1MABE1171130.pdf
112,1,專業課程,碩博士班,熱門課程,混合研究方法,Mixed Method Research,財金博一,財務金融技術學系,管理學院,3,林美純,4,2,32606,0.15,1.333333333,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67064_1MABE1179730.pdf
112,1,專業課程,碩博士班,一般課程,高等投資學專題研究,Topic Studies in Advanced Investments,財金博一,財務金融技術學系,管理學院,3,陳信憲,2,10,32606,0.1,2,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67063_1MABE1027530.pdf
112,1,專業課程,碩博士班,一般課程,企業倫理專題研究,Research on Business Ethics,財金博一,財務金融技術學系,管理學院,3,陳美華,1,7,32605,0.15,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67062_1MABE1023130.pdf
112,1,專業課程,碩博士班,熱門課程,財務會計實證研究,Empirical research in financial accounting,財金碩二,財務金融技術學系,管理學院,3,陳俞如,3,2,32606,0.45,1.333333333,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67061_1MABE2177730.pdf
112,1,專業課程,碩博士班,一般課程,不動產投資分析,The Analysis of Real Estate Investment,財金碩二,財務金融技術學系,管理學院,3,謝企榮,4,5,32605,0.1,2.5,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67060_1MABE2170730.pdf
112,1,專業課程,碩博士班,熱門課程,書報討論(三),Seminar III,財金碩二,財務金融技術學系,管理學院,1,林美純,2,5,32713,0.3,3.083333333,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67059_1MABE2029410.pdf
112,1,專業課程,碩博士班,熱門課程,商業溝通,Business Communication,財金碩二,財務金融技術學系,管理學院,3,温玲玉,2,2,32606,0.275,3.272727273,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67058_1MABE2131430.pdf
112,1,專業課程,碩博士班,一般課程,財務實證研討,Financial Empirical Study,財金碩二,財務金融技術學系,管理學院,3,郭志安,1,5,32712,0.075,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67057_1MABE2134930.pdf
112,1,專業課程,碩博士班,全英專業,財務金融研討,Topics on Finance,財金碩二,財務金融技術學系,管理學院,3,陳信憲,1,0,02、08-09 32410-二館,0.075,1.333333333,1,3,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67056_1MABE2171030.pdf
112,1,專業課程,碩博士班,熱門課程,總體金融學,Macro Finance,財金碩一,財務金融技術學系,管理學院,3,張元,5,5,32410-二館,0.4,0.875,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67055_1MABE2177030.pdf
112,1,專業課程,碩博士班,熱門課程,計量經濟學,Econometrics,財金碩一,財務金融技術學系,管理學院,3,張元,4,2,32410-二館,0.525,1.476190476,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67054_1MABE2177630.pdf
112,1,專業課程,碩博士班,一般課程,國際財務管理,International Financial Management,財金碩一,財務金融技術學系,管理學院,3,林淑惠,3,5,32309教室,0.25,1.4,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67053_1MABE2133130.pdf
112,1,專業課程,碩博士班,一般課程,投資組合管理,Investment Portfolio Management,財金碩一,財務金融技術學系,管理學院,3,陳信憲,2,7,32606,0.333333333,2,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67051_1MABE2133330.pdf
112,1,專業課程,碩博士班,熱門課程,書報討論(一),Seminar I,財金碩一,財務金融技術學系,管理學院,1,郭志安,2,5,32712,0.375,1.6,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67050_1MABE2005510.pdf
112,1,專業課程,碩博士班,熱門課程,財務管理,Financial Management,財金碩一,財務金融技術學系,管理學院,3,陳美華,2,2,32605,0.25,1.8,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67049_1MABE2170230.pdf
112,1,專業課程,碩博士班,一般課程,商業溝通,Business Communication,財金碩一,財務金融技術學系,管理學院,3,温玲玉,1,6,32606,0.4,1.4375,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67048_1MABE2131430.pdf
112,1,專業課程,碩博士班,專題/論文,財務理論,Financial Theory,財金碩一,財務金融技術學系,管理學院,3,郭志安,1,2,32712,0.3,1.166666667,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67047_1MABE2024630.pdf
112,1,專業課程,學士班,熱門課程,商業實務應用,Business Practice,財金四,財務金融技術學系,管理學院,3,謝企榮,5,5,32606,0.26,0.769230769,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67045_1MABE0144830.pdf
112,1,專業課程,學士班,熱門課程,企業文化,Bussiness Culture,財金四,財務金融技術學系,管理學院,3,宋美妹,4,5,32712,0.04,19,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67044_1MABE0139430.pdf
112,1,專業課程,學士班,一般課程,商業與管理群教材教法,Teaching Content and Strategy for Business and Management,財金三,財務金融技術學系,管理學院,2,吳瑞翔,1,10,34101,0.34,1.176470588,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67043_1MABE0169520.pdf
112,1,專業課程,學士班,熱門課程,總體經濟學,Macroeconomics,財金三,財務金融技術學系,管理學院,3,張元,5,2,32410-二館,0,1,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67042_1MABE0141430.pdf
112,1,專業課程,學士班,全英專業,商用英文,Business English,財金三,財務金融技術學系,管理學院,3,宋美妹,4,2,32605,0.68,0.941176471,1,3,
112,1,專業課程,學士班,一般課程,商業溝通,Business Communication,財金三,財務金融技術學系,管理學院,3,林宸諒,3,5,34101,0,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67039_1MABE0010830.pdf
112,1,專業課程,學士班,熱門課程,金融法規,Financial regulation,財金三,財務金融技術學系,管理學院,3,林宸諒,3,2,34101,0.02,20,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67038_1MABE0176130.pdf
112,1,專業課程,學士班,一般課程,個體經濟學,Microeconomics,財金三,財務金融技術學系,管理學院,3,林淑惠,2,6,211木昜講堂,0.38,0.894736842,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67037_1MABE0006730.pdf
112,1,專業課程,學士班,熱門課程,個人理財,Personal Financial Planning,財金三,財務金融技術學系,管理學院,2,王正熙,2,3,32712,0,1,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67036_1MABE0181520.pdf
112,1,專業課程,學士班,熱門課程,期貨與選擇權,Futures & Options,財金三,財務金融技術學系,管理學院,3,林逸程,2,2,32712 09-10 211木昜講堂,0.74,1.081081081,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67035_1MABE0028830.pdf
112,1,專業課程,學士班,熱門課程,期貨與選擇權,Futures & Options,財金三,財務金融技術學系,管理學院,3,林逸程,2,2,32712 09-10 211木昜講堂,0.74,1.081081081,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67035_1MABE0028830.pdf
112,1,專業課程,學士班,一般課程,投資組合分析,Investment Portfolio Analysis,財金三,財務金融技術學系,管理學院,3,陳信憲,1,5,32410-二館,0.7,1.085714286,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67034_1MABE0019230.pdf
112,1,專業課程,學士班,熱門課程,證券交易實務,Securities Trading Practice,財金二,財務金融技術學系,管理學院,3,謝企榮,5,2,32606,0.36,1.611111111,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67033_1MABE0171630.pdf
112,1,專業課程,學士班,熱門課程,人力資源管理,Human Resource Management,財金二,財務金融技術學系,管理學院,3,宋美妹,3,5,32410-二館,0.7,1.285714286,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67032_1MABE0031730.pdf
112,1,專業課程,學士班,熱門課程,財務報表分析,Financial Statement Analysis,財金二,財務金融技術學系,管理學院,3,林淑惠,3,2,32410-二館,0.04,19.5,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67031_1MABE0026030.pdf
112,1,專業課程,學士班,一般課程,商事法,Business Law,財金二,財務金融技術學系,管理學院,3,吳秀蓮,2,10,32712,0.1,2.6,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67030_1MABE0031330.pdf
112,1,專業課程,學士班,系上必修,財務管理,Financial Management,財金二,財務金融技術學系,管理學院,3,陳美華,2,6,32605,0.02,36,0,4,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67029_1MABE0011130.pdf
112,1,專業課程,學士班,一般課程,中級會計學實習(二),The seminar of intermediate accounting II,財金二,財務金融技術學系,管理學院,1,陳俞如,3,11,32410-二館,0,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67028_1MABE0190910.pdf
112,1,專業課程,學士班,一般課程,計算機概論,Introduction to Computer Science,財金一,財務金融技術學系,管理學院,3,郭伯仁,3,7,經世館32101,0.68,1.382352941,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67027_1MABE0029330.pdf
112,1,專業課程,學士班,一般課程,中級會計學(二),Intermediate Accounting II,財金二,財務金融技術學系,管理學院,4,許敏政,1,10,32712 10 32410-二館,0,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67025_1MABE0190840.pdf
112,1,專業課程,學士班,一般課程,中級會計學(二),Intermediate Accounting II,財金二,財務金融技術學系,管理學院,4,許敏政,1,10,32712 10 32410-二館,0,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67025_1MABE0190840.pdf
112,1,專業課程,學士班,一般課程,會計學,Accounting,財金一,財務金融技術學系,管理學院,4,陳俞如,1,5,32605 05-06 32410-二館,0.28,1.857142857,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67024_1MABE0180640.pdf
112,1,專業課程,學士班,一般課程,會計學,Accounting,財金一,財務金融技術學系,管理學院,4,陳俞如,1,5,32605 05-06 32410-二館,0.28,1.857142857,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67024_1MABE0180640.pdf
112,1,專業課程,學士班,熱門課程,數位金融,Digital Finance,財金二,財務金融技術學系,管理學院,3,林逸程梁亦鴻,1,5,32713,1.32,0.863636364,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67023_1MABE0190430.pdf
112,1,專業課程,學士班,熱門課程,會計學實習,Accounting Pracitce,財金一,財務金融技術學系,管理學院,1,陳俞如,3,5,32606,0.42,1.238095238,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67020_1MABE0180710.pdf
112,1,專業課程,學士班,熱門課程,管理學,Principles of Management,財金一,財務金融技術學系,管理學院,3,宋美妹,3,2,32712,0.64,1.5,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67019_1MABE0014930.pdf
112,1,專業課程,學士班,熱門課程,經濟學(一),Economics I,財金一,財務金融技術學系,管理學院,3,林逸程,1,2,32606 11-12 32410-二館,0.64,1.375,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67017_1MABE0021730.pdf
112,1,專業課程,學士班,熱門課程,經濟學(一),Economics I,財金一,財務金融技術學系,管理學院,3,林逸程,1,2,32606 11-12 32410-二館,0.64,1.375,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67017_1MABE0021730.pdf
112,1,專業課程,學士班,熱門課程,統計學(一),Statistics I,財金二,財務金融技術學系,管理學院,3,郭志安,2,2,33404,0.68,1.029411765,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67014_1MABE0004730.pdf
112,1,專業課程,學士班,一般課程,微積分(一),Calculus I,財金一,財務金融技術學系,管理學院,3,郭志安,2,7,33404,0.72,1.083333333,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67013_1MABE0005330.pdf
112,1,專業課程,碩博士班,一般課程,國際投資專題研究,Studies in International Investment,財金行管夜碩二,財務金融技術學系,管理學院,2,紀信義,2,10,32713,0,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/67010_1MABEE008920.pdf
