序號,課程代碼,開課班別(代表),課程名稱,教學大綱Syllabus,教學大綱連結,課程性質,課程性質2,全英語授課,學分,教師姓名,上課大樓,上課節次+地點,上限人數,登記人數,選上人數,可跨班,備註
326,62049,會一甲,管理學Introduction of Management,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62049_1MAAC0146130_EN.pdf,系必修,,是,3,林宜君,經世館,(四) 05-07 32105-二館,50,37,38,限本班,
327,62048,會一甲,會計學實習(一)Accounting Practice I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62048_1MAAC0011100.pdf,系必修,,否,0,方俊儒,經世館,(四) 08-09 32105-二館,50,37,44,限本班,
328,62047,會一乙,商用數學Business Mathematics,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62047_1MAAC0146030_EN.pdf,系必修,,是,3,李桓伊,教學一館,(四) 05-07 33403,50,37,46,限本班,
329,62046,會碩一甲,財務會計理論與實務Financial Accounting Theory and Practice,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62046_1MAAC2008930.pdf,系必修,,否,3,彭智偉,經世館,(三) 02-04 32309教室,30,17,20,限本班,
330,62045,會碩二乙,專題研討(三)Seminar on Research Topics III,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62045_1MAAC2154610.pdf,系必修,,否,1,鄭國枝,經世館,(三) 08 32603,30,17,25,限本班,
331,62044,會碩二甲,專題研討(三)Seminar on Research Topics III,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62044_1MAAC2154610.pdf,系必修,,否,1,鄭國枝,經世館,(三) 07 32603,30,11,16,限本班,
332,62043,會碩一乙,專題研討(一)Seminar on Research Topics I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62043_1MAAC2154410.pdf,系必修,,否,1,鄭國枝,經世館,(三) 06 32603,30,16,19,限本班,
333,62042,會碩一甲,專題研討(一)Seminar on Research Topics I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62042_1MAAC2154410.pdf,系必修,,否,1,鄭國枝,經世館,(三) 05 32603,30,14,15,限本班,
334,62041,會碩一乙,審計理論與實務Advanced  Auditing  Theory  and Practice,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62041_1MAAC2009030.pdf,系必修,,否,3,方俊儒,經世館,(三) 02-04 32309-1,30,15,20,限本班,
335,62040,會三乙,企業經營與財務資訊Business Management and Financial,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62040_1MAAC0146730.pdf,系選修,,否,3,李桓伊周建宏,經世館,(三) 05-07 32713,50,1,50,限本系,
336,62039,會三乙,審計學(一)Auditing I,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62039_1MAAC0021030_EN.pdf,系必修,,否,3,張文瀞,經世館,(三) 02-04 32603,50,33,44,限本班,
337,62038,會三甲,企業資源規劃Enterprise Resource Planning,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62038_1MAAC0003430.pdf,系必修,,否,3,林宜君,教學一館,(三) 02-04 33102,50,35,36,限本班,
338,62037,會二乙,統計學(一)Statistics I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62037_1MAAC0015830.pdf,系必修,,否,3,邱垂昌,經世館,(三) 02-04 32105-二館,50,1,46,可跨班系,
339,62036,會二甲,統計學(一)Statistics I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62036_1MAAC0015830.pdf,系必修,,否,3,邱垂昌,經世館,(三) 06-08 32312-二館,50,2,51,可跨班系,
340,62035,會二甲,中級會計專題(一)Seminar on Intermediate Accounting I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62035_1MAAC0139920.pdf,系選修,,否,2,林美鳳,經世館,(三) 03-04 32312-二館,50,38,42,限本班,
341,62034,會一乙,會計學實習(一)Accounting Practice I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62034_1MAAC0011100.pdf,系必修,,否,0,方俊儒,教學一館,(三) 08-09 33102,50,38,54,限本班,
342,62033,會碩二乙,會計資訊分析Studies on Accounting Information Analysis,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62033_1MAAC2007130.pdf,系選修,,否,3,陳瑞斌,教學大樓,(一) 05-07 T101,30,4,4,限本系,
343,62032,會碩一乙,計量經濟學研討Seminar on Econometrics,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62032_1MAAC2021730.pdf,系選修,,否,3,邱垂昌,經世館,(二) 05-07 32309-1,30,18,19,可跨班系,
344,62031,會碩一乙,財務會計理論與實務Financial Accounting Theory and Practice,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62031_1MAAC2008930.pdf,系必修,,否,3,林美鳳,教學一館,(二) 02-04 33301教室,30,16,18,限本班,
345,62030,會四乙,高級會計學實習(一)Advanced Accounting Practice I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62030_1MAAC0009500.pdf,系必修,,否,0,彭智偉,經世館,(二) 08-09 32312-二館,50,34,48,限本班,
346,62029,會四甲,高級會計學(一)Advanced Accounting I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62029_1MAAC0027430.pdf,系必修,,否,3,彭智偉,經世館,(二) 05-07 32312-二館,50,37,40,限本班,
347,62028,會四乙,會計資訊系統Accounting Information System,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62028_1MAAC0026530.pdf,系必修,,否,3,陳雅玲,經世館,(二) 05-07 32105-二館,50,33,41,限本班,
348,62027,會四甲,會計資訊系統Accounting Information System,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62027_1MAAC0026530.pdf,系必修,,否,3,陳雅玲,經世館,(二) 02-04 32309-1,50,36,44,限本班,
349,62026,會三乙,財務報表分析Financial Statement Analysis,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62026_1MAAC0005930.pdf,系選修,,否,3,邱垂昌,教學一館,(二) 02-04 33403,50,0,27,可跨班系,
350,62025,會三甲,進階日文Advanced Japanese,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62025_1MAAC0157630.pdf,系選修,,否,3,林正成,經世館,(二) 05-07 32309教室,50,8,10,限本系,
351,62024,會三甲,審計學(一)Auditing I,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62024_1MAAC0021030_EN.pdf,系必修,,否,3,張文瀞,經世館,(二) 02-04 32603,50,35,38,限本班,
352,62023,會二乙,中級會計學實習(一)Intermediate Accounting Practice I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62023_1MAAC0011000.pdf,系必修,,否,0,陳瑞斌,經世館,(四) 08-09 32603,50,1,63,限本班,
353,62022,會二甲,管理會計學實習(一)Managerial Accounting Practice I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62022_1MAAC0010800.pdf,系必修,,否,0,陳皆碩,經世館,(二) 08-09 32105-二館,50,39,55,限本班,
354,62021,會二甲,商事法Business Law,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62021_1MAAC0140930.pdf,系必修,,否,3,廖緯民,教學一館,(二) 05-07 33102,50,39,47,限本班,
355,62020,會二甲,財務管理Financial Management,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62020_1MAAC0023130_EN.pdf,系必修,,是,3,湯玉珍,教學一館,(二) 02-04 33102,50,39,42,限本班,
356,62019,會一甲,會計學(一)Accounting I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62019_1MAAC0024430.pdf,系必修,,否,3,方俊儒,經世館,(二) 02-04 32312-二館,50,38,43,限本班,
357,62018,會碩二甲,電子商務研討Seminar on Electronic Commerce,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62018_1MAAC2135930.pdf,系選修,,否,3,陳雅玲,經世館,(一) 05-07 32309教室,30,9,37,限本系,
358,62017,會碩一乙,企業倫理研討Seminar on Business  Ethics,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62017_1MAAC2021830.pdf,系選修,,否,3,陳皆碩,經世館,(一) 02-04 32309教室,30,24,39,限本系,
359,62016,會碩一甲,Python與大數據分析Python and big data analytics,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62016_1MAAC2159230.pdf,系選修,,否,3,黃木榮,經世館,(一) 05-07 32312-二館,30,21,32,限本系,
360,62015,會碩一甲,租稅法規研討Seminar  on  Tax Regulations,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62015_1MAAC2141430.pdf,系選修,,否,3,李桓伊,經世館,(一) 02-04 32309-1,30,10,21,限本系,
361,62014,會三乙,稅務會計Taxation Accounting,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62014_1MAAC0026130.pdf,系選修,,否,3,李桓伊,教學一館,(一) 05-07 33102,50,37,50,可跨班系,
362,62013,會三甲,證券交易法Securities and Exchange Law,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62013_1MAAC0026930.pdf,系選修,,否,3,楊東錦,經世館,(一) 05-07 32309-1,50,0,16,限本系,
363,62012,會三甲,財政學Public Finance,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62012_1MAAC0021630.pdf,系選修,,否,3,張嘉仁,教學一館,(一) 02-04 33102,50,2,40,限本系,
364,62011,會三乙,審計學實習(一)Auditing Practice I,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62011_1MAAC0010000_EN.pdf,系必修,,否,0,張文瀞,經世館,(一) 09 32105-二館 (三) 01 32105-二館,50,33,44,限本班,
365,62010,會三甲,審計學實習(一)Auditing Practice I,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62010_1MAAC0010000_EN.pdf,系必修,,否,0,張文瀞,教學一館,(一) 08 33102 (二) 01 32603,50,35,38,限本班,
366,62010,會三甲,審計學實習(一)Auditing Practice I,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62010_1MAAC0010000_EN.pdf,系必修,,否,0,張文瀞,經世館,(一) 08 33102 (二) 01 32603,50,35,38,限本班,
367,62009,會二乙,商事法Business Law,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62009_1MAAC0140930.pdf,系必修,,否,3,林玫君,經世館,(一) 05-07 32105-二館,50,1,43,限本班,
368,62008,會二乙,中級會計學(一)Intermediate Accounting I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62008_1MAAC0005240.pdf,系必修,,否,4,陳瑞斌,經世館,(一) 02-04 32105-二館 (二) 02 32105-二館,50,1,63,限本班,
369,62007,會二乙,管理會計學實習(一)Managerial Accounting Practice I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62007_1MAAC0010800.pdf,系必修,,否,0,陳皆碩,經世館,(一) 08-09 32603,50,1,45,限本班,
370,62006,會二甲,中級會計學(一)Intermediate Accounting I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62006_1MAAC0005240.pdf,系必修,,否,4,林美鳳,經世館,(一) 02-04 32312-二館 (三) 02 32312-二館,50,39,43,限本班,
371,62005,會一甲,企業倫理Business Ethics,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62005_1MAAC0131230.pdf,系選修,,否,3,林蘭惠,經世館,(一) 05-07 32603,50,54,60,限本系,
372,62004,會三甲,企業經營與財務資訊Business Management and Financial,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62004_1MAAC0146730.pdf,系選修,,否,3,林宜君柯志賢,經世館,(三) 05-07 32712,50,1,50,限本系,
373,62003,會一乙,會計學(一)Accounting I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62003_1MAAC0024430.pdf,系必修,,否,3,方俊儒,經世館,(一) 02-04 32603,50,39,55,限本班,
374,62002,會一乙,人工智慧及其應用Artificial Intelligence and Its Application,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62002_0CCGE0181420.pdf,校必(通識),,否,2,林宜君薛明賢,力行館,(一) 08-09 力行館31102,50,0,43,限本班,大二~大四生如要修習，以線上加簽方式
375,62001,會一甲,人工智慧及其應用Artificial Intelligence and Its Application,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/62001_0CCGE0181420.pdf,校必(通識),,否,2,薛明賢林宜君,力行館,(二) 07-08 力行館31102,50,0,43,限本班,大二~大四生如要修習，以線上加簽方式
376,61052,創新與管理夜碩一,數位創新應用專題Topics on Applications of Digital Innovations,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61052_1MAIME155030.pdf,系選修,,否,3,吳佩芬,經世館,(三) 10-12 32507,40,0,36,限本系,
377,61051,資管四,專題丙（二）Special topic on graduation project III-2,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61051_1MAIM0152730.pdf,系必修,,否,3,吳佩芬顏韶威江憲坤,經世館,(四) 10-12 32210,50,20,20,限本班,
378,61050,資管四,專題甲（二）Special topic on graduation project I-2,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61050_1MAIM0152330.pdf,系必修,,否,3,楊婉秀梁文耀吳東光,經世館,(二) 10-12 32210,50,18,20,限本班,
379,61049,資管四,專題乙（二）Special topic on graduation project II-2,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61049_1MAIM0152530.pdf,系必修,,否,3,翁政雄施穎偉,經世館,(一) 10-12 32210,50,18,18,限本班,
380,61048,創新與管理夜碩二,論文Thesis,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61048_1MAIME002200.pdf,系必修,,否,0,論文,,,30,0,3,限本系,僅供本學‎期要畢業或延畢的學生選修
381,61047,資管數科碩二,論文Thesis,無檔案No file,,系必修,,否,0,,,,20,3,5,限本班,僅供本學期要畢業的學生選修
382,61046,資管碩二,論文Thesis,無檔案No file,,系必修,,否,0,,,,20,3,3,限本班,僅供本學期要畢業的學生選修
383,61045,資管碩二,論文指導(一)Thesis Supervision I,無檔案No file,,系必修,,否,3,,,,30,22,25,限本班,
384,61044,資管數科碩二,論文指導(一)Thesis Supervision I,無檔案No file,,系必修,,否,3,,,,20,7,7,限本班,
385,61043,資管數科碩二,數位內容科技與管理專題(三)Topics in Digital Content Technology and Management (III),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61043_1MAIM2146510.pdf,組必修,,否,1,江憲坤,經世館,(五) 05-06 32504,20,6,7,限本班,
386,61042,資管數科碩一,數位內容科技與管理專題(一)Topics in Digital Content Technology and Management (I),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61042_1MAIM2147210.pdf,組必修,,否,1,吳佩芬顏韶威,經世館,(五) 05-06 32311,20,9,10,限本班,
387,61040,資管數科碩一,行動與電子商務專題Special Topics on Mobile and Electronic Commerce,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61040_1MAIM2123430.pdf,組必修,,否,3,江憲坤,經世館,(五) 02-04 32504,20,9,13,限本班,
388,61039,資管碩二,論文研討(三)Papers Study III,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61039_1MAIM2019610.pdf,組必修,,否,1,楊婉秀,經世館,(五) 07-08 32507,30,23,24,限本班,
389,61038,資管碩一,論文研討(一)Papers Study I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61038_1MAIM2019310.pdf,組必修,,否,1,楊婉秀,經世館,(五) 05-06 32507,30,25,26,限本班,
390,61037,資管三,電子商務Electronic Commerce,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61037_1MAIM0009830.pdf,系選修,,否,3,賴慧敏,經世館,(五) 05-07 經世館32101,50,34,37,限本班,
391,61036,資管四,電腦圖學Computer Graphics,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61036_1MAIM0127730.pdf,組必修,,否,3,顏韶威,經世館,(五) 02-04 32507,50,42,47,限本班,
392,61035,資管三,電腦網路Computer Networks,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61035_1MAIM0010130.pdf,系必修,,否,3,洪澄瑜,工學院,(五) 02-04 工學院EB211,50,48,56,限本班,
393,61034,資管碩一,研究方法Research Methods,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61034_1MAIM2004530_EN.pdf,系必修,,否,3,王怡舜,教學二館,(四) 06-08 34202,50,31,37,限本系,
394,61033,資管四,企業經營實務Business Operations,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61033_1MAIM0004930.pdf,組必修,,否,3,張榮鑫李定國,教學一館,(四) 05-07 33203,50,34,31,限本班,
395,61032,資管二,C++程式語言設計(一)C++ Programming Language (I),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61032_1MAIM0017730.pdf,系必修,,否,3,洪澄瑜,力行館,(四) 05-07 力行館31102,50,2,49,限本班,
396,61031,資管一,會計學實習(一)Accounting Practice (I),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61031_1MAIM0005400.pdf,系必修,,否,0,湯玉珍,教學一館,(四) 08-09 33203,50,48,58,限本班,
397,61030,資管一,計算機概論Introduction to Computer Science,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61030_1MAIM0009530.pdf,系必修,,否,3,江憲坤,經世館,(四) 05-07 32507,50,48,51,限本班,
398,61029,資管數科碩一,視覺語言設計Visual language design,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61029_1MAIM2147930_EN.pdf,組選修,,否,3,吳佩芬,經世館,(四) 02-04 32311,20,8,29,限本班,
399,61028,資管三,管理資訊系統Management Information Systems,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61028_1MAIM0005230.pdf,系必修,,否,3,施穎偉王怡舜,經世館,(四) 02-04 32507,50,48,54,限本班,
400,61027,資管二,巨量資料科學導論Introduction to Big Data,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61027_1MAIM0158530.pdf,系選修,,否,3,楊婉秀,經世館,(四) 02-04 經世館32101,50,2,44,限本班,
401,61026,資管碩一,高等資訊管理專題Topics on Advanced Management Information Systems,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61026_1MAIM2016130.pdf,組必修,,否,3,施穎偉,經世館,(三) 06-08 32311,30,25,25,限本班,
402,61025,資管數科碩一,設計企劃專題Topics on Design Planning,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61025_1MAIM2148030.pdf,組選修,,否,3,吳佩芬顏韶威,經世館,(三) 06-08 32210,20,8,11,限本班,
403,61024,資管三,人工智慧Artificial Intelligence,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61024_1MAIM0009030.pdf,組選修,,否,3,翁政雄,經世館,(三) 05-07 經世館32101,50,33,35,限本班,
404,61023,資管二,3D動畫設計(一)3D Animation Design (I),中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61023_1MAIM0125630.pdf,組必修,,否,3,呂洽毅,經世館,(三) 07-09 32507,50,0,38,限本班,
405,61022,資管一,微積分(一)Calculus (I),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61022_1MAIM0002830.pdf,系必修,,否,3,周忠強,教學一館,(三) 05-07 33203,50,48,56,限本班,
406,61021,資管二,生產管理Production Management,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61021_1MAIM0003430.pdf,組選修,,否,3,梁文耀,教學一館,(三) 02-04 33203,50,2,47,限本班,
407,61020,資管碩二,約略集合專題Rough Set Theory,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61020_1MAIM2122430.pdf,組選修,,否,3,梁文耀,經世館,(二) 06-08 32311,20,4,10,限本班,
408,61019,資管三,系統分析與設計System Analysis & Design,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61019_1MAIM0010330.pdf,系必修,,否,3,施穎偉,教學一館,(二) 06-08 33203,50,51,53,限本班,
409,61018,資管二,數位學習e-Learning,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61018_1MAIM0130430.pdf,系選修,,否,3,洪澄瑜,經世館,(二) 05-07 32507,50,1,40,限本班,
410,61017,資管一,經濟學(一)Economics (I),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61017_1MAIM0007330.pdf,系必修,,否,3,王怡舜,教學二館,(二) 06-08 34202,50,46,55,限本班,
411,61016,資管三,資料庫實作Practical Design of Database Systems,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61016_1MAIM0015930.pdf,系選修,,否,3,翁政雄,經世館,(二) 02-04 32507,50,26,28,限本班,
412,61015,資管一,JAVA程式語言設計(一)Java Programming Language (I),無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61015_1MAIM0016830_EN.pdf,系必修,,否,3,顏韶威,力行館,(二) 02-04 力行館31102,50,47,56,限本班,
413,61014,創新與管理夜碩一,機器學習創新應用專題Topics on Innovative Applications of Machine Learning,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61014_1MAIME159630.pdf,系選修,,否,3,翁政雄,經世館,(六) 02-04 32507,30,0,17,限本系,
414,61013,創新與管理夜碩一,企業資源規劃Enterprise Resource Planning,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61013_1MAIME000630.pdf,系選修,,否,3,梁文耀,經世館,(四) 10-12 32507,30,0,18,限本系,
415,61011,創新與管理夜碩一,創新與管理研究方法Research Methods of Innovation and Management,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61011_1MAIME156130_EN.pdf,系必修,,否,3,王怡舜,經世館,(二) 10-12 32507,30,0,18,限本班,
416,61010,創新與管理夜碩二,金融市場工具與市場效率性Financial Instruments and Market Efficiency,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61010_1MAIME157830.pdf,系選修,,否,3,邱垂昌,經世館,(一) 10-12 32507,30,0,23,限本系,
417,61009,資管碩一,生產管理資訊系統Production Management Informaition Systems,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61009_1MAIM2122830.pdf,組選修,,否,3,梁文耀,經世館,(一) 06-08 32311,30,19,24,限本班,
418,61008,資管數科碩二,數位學習專題Special Topics on eLearning,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61008_1MAIM2120930.pdf,組必修,,否,3,陳鴻仁,經世館,(一) 05-07 32507,20,6,9,限本班,
419,61007,資管三,人力資源管理Human Resource Management,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61007_1MAIM0019530.pdf,組選修,,否,3,張惠玲,教學一館,(一) 06-08 33203,50,24,29,限本班,
420,61006,資管一,數位影像處理Digital Image Processing,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61006_1MAIM0124630.pdf,組選修,,否,3,陳泓堉,經世館,(一) 05-07 經世館32101,50,29,37,限本班,
421,61005,資管碩一,機器學習專題Topics on Machine Learning,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61005_1MAIM2159430.pdf,系選修,,否,3,翁政雄,經世館,(一) 02-04 32507,30,17,18,限本班,
422,61004,資管三,資料結構Data Structure,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61004_1MAIM0012230.pdf,系必修,,否,3,蕭國倫,工學院,(一) 02-04 工學院EB211,50,49,56,限本班,
423,61003,資管二,統計學(一)Statistics (I),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61003_1MAIM0124830.pdf,系必修,,否,3,李信宏,教學二館,(一) 02-04 34202,50,3,48,限本班,
424,61002,資管一,會計學(一)Accounting (I),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61002_1MAIM0007630.pdf,系必修,,否,3,湯玉珍,教學一館,(一) 02-04 33203,50,48,55,限本班,
425,61001,資管一,人工智慧及其應用Artificial Intelligence and Its Application,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61001_0CCGE0181420.pdf,校必(通識),,否,2,翁政雄,力行館,(三) 03-04 力行館31102,50,0,47,限本班,大二~大四生如要修習，以線上加簽方式
426,55015,工學位碩一,影像處理Image Processing,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/55015_1EIMP2107130_EN.pdf,系選修,,是,3,楊文然,教學二館,(三) 08-10 34203,20,12,15,可跨班系,
427,55014,工學位碩四,論文指導(二)Thesis Supervision II,無檔案No file,,系必修,,否,3,,,,20,0,1,限本班,
428,55013,工學位碩四,論文指導(一)Thesis Supervision I,無檔案No file,,系必修,,是,3,,,,20,0,1,限本班,
429,55012,工學位碩四,論文Thesis,無檔案No file,,系必修,,是,0,,,,20,0,1,限本班,
430,55011,工學位碩三,論文指導(二)Thesis Supervision II,無檔案No file,,系必修,,是,3,,,,20,0,1,限本班,
431,55010,工學位碩三,論文指導(一)Thesis Supervision I,無檔案No file,,系必修,,是,3,,,,20,0,1,限本班,
432,55009,工學位碩三,論文Thesis,無檔案No file,,系必修,,是,0,,,,20,0,4,限本班,
433,55008,工學位碩二,論文指導(二)Thesis Supervision II,無檔案No file,,系必修,,是,3,,,,20,0,2,限本班,
434,55007,工學位碩二,論文指導(一)Thesis Supervision I,無檔案No file,,系必修,,是,3,,,,20,0,1,限本班,
